dist_to_nearest_tss,in_gene_body,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,n_samples_detected,growth_rate,abundance_fold_change,label
96206.0,0.0,732947.0,10488.0,1.0,1.0,0.0,0.84,12.0,4.0,7.0,0.0,0.0,333.0,0.0,1.0,0.0,0.0,3.367295829986474
96665.0,0.0,732488.0,10488.0,1.0,1.0,0.0,0.84,12.0,4.0,7.0,0.0,0.0,333.0,0.0,1.0,0.0,0.0,2.772588722239781
127693.0,0.0,663423.0,122207.0,0.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.970291913552122
125511.0,0.0,661241.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.951243718581428
125329.0,0.0,661059.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,3.0,-1.732101616628166,0.2144098713454552,5.517452896464707
124765.0,0.0,660495.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,2.70805020110221
124683.0,0.0,660413.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,2.9444389791664403
118382.0,1.0,654112.0,122207.0,0.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,2.4849066497880004
106596.0,1.0,642326.0,122207.0,0.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.49650756146648
103417.0,1.0,639147.0,122207.0,0.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,2.70805020110221
102864.0,1.0,638594.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,2.833213344056216
102676.0,1.0,638406.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,2.19722457733622
101918.0,1.0,637648.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.258096538021482
100448.0,1.0,636178.0,122207.0,0.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,2.4849066497880004
98906.0,1.0,634636.0,122207.0,0.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.1354942159291497
98893.0,1.0,634623.0,122207.0,0.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.332204510175204
93848.0,1.0,629578.0,122207.0,0.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.7612001156935615
79461.0,1.0,615191.0,122207.0,0.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.1780538303479458
73430.0,1.0,609160.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,2.6390573296152584
25390.0,1.0,561120.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.332204510175204
11127.0,1.0,546857.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.713572066704308
11647.0,0.0,524083.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,2.0,0.6406249999999999,1.4759065198095778,3.555348061489413
13794.0,0.0,521936.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,2.772588722239781
15771.0,0.0,519959.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,3.0,-10.940898743503583,-1.561235810616223,4.394449154672439
16684.0,0.0,519046.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.1354942159291497
17248.0,0.0,518482.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.4011973816621555
20339.0,0.0,515391.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,1.0,0.0,0.0,3.49650756146648
12316.0,0.0,507319.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,2.0,0.6800102643058761,-0.2441969605120419,4.787491742782046
690.0,1.0,494313.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.079441541679836
1254.0,1.0,493749.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.4849066497880004
3244.0,1.0,491759.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,3.258096538021482
4720.0,1.0,490283.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.4849066497880004
5409.0,1.0,489594.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.3978952727983707
5485.0,1.0,489518.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,7.0,-1.4534244751096592,-1.5797327580201843,5.293304824724492
8414.0,1.0,486589.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,3.0,0.7505773672055434,0.9162907318741552,3.58351893845611
9616.0,1.0,485387.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,4.02535169073515
10736.0,1.0,484267.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,2.0,0.9045419553502696,1.6625477377480484,4.060443010546419
11203.0,1.0,483800.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,3.258096538021482
15122.0,1.0,479881.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,4.736198448394496
16346.0,1.0,478657.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.995732273553991
23922.0,1.0,471081.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,3.044522437723423
26419.0,1.0,468584.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,3.58351893845611
27309.0,1.0,467694.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,3.1780538303479458
29803.0,1.0,465200.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,4.812184355372417
32093.0,1.0,462910.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,5.062595033026967
34323.0,1.0,460680.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,4.553876891600541
34664.0,1.0,460339.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,2.0,-0.5010020040080155,-0.0901510969942971,4.060443010546419
40060.0,1.0,454943.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.8903717578961645
42600.0,1.0,452403.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.4849066497880004
43005.0,1.0,451998.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,4.0,-3.028305099511348,-0.5031035776720802,5.062595033026967
43111.0,1.0,451892.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.833213344056216
43960.0,1.0,451043.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,3.044522437723423
44172.0,1.0,450831.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,3.951243718581428
45579.0,1.0,449424.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,3.6375861597263857
46633.0,1.0,448370.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.8903717578961645
49113.0,1.0,445890.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.772588722239781
52927.0,1.0,442076.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,4.0,-0.1081482788101329,-0.5108256237659909,3.091042453358316
53004.0,1.0,441999.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,4.564348191467836
54701.0,1.0,440302.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,3.4339872044851463
54782.0,1.0,440221.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,4.584967478670572
54809.0,1.0,440194.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,4.04305126783455
55268.0,1.0,439735.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.302585092994046
55494.0,1.0,439509.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.9444389791664403
55937.0,1.0,439066.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,3.4011973816621555
56090.0,1.0,438913.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,4.3694478524670215
56753.0,1.0,438250.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,3.332204510175204
56889.0,1.0,438114.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,3.0,-3.2525019245573525,-2.570428823226163,5.209486152841421
57260.0,1.0,437743.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,2.9444389791664403
58112.0,1.0,436891.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,1.0,0.0,0.0,3.295836866004329
