dist_to_nearest_tss,in_gene_body,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,label
889213.0,0.0,1109799.0,22419.0,0.0,0.0,197585.0,0.0,17.0,2.0,9.0,2.0,0.0,203.0,0.0,2.4849066497880004
518395.0,0.0,19481752.0,5269.0,1.0,1.0,0.0,0.88,14.0,2.0,12.0,0.0,0.0,84.0,0.0,2.079441541679836
329625.0,0.0,23893094.0,429238.0,1.0,1.0,0.0,0.76,302.0,5.0,200.0,20.0,0.0,238.0,0.0,1.9459101490553128
3301.0,0.0,471674.0,452412.0,1.0,3.0,0.0,0.8067,468.0,5.0,394.0,16.0,0.0,108.0,0.0,3.8918202981106265
258588.0,0.0,26089775.0,448833.0,1.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,2.4849066497880004
24567.0,0.0,1349296.0,6378.0,0.0,0.0,42494.0,0.0,9.0,1.0,7.0,0.0,0.0,56.0,0.0,2.995732273553991
198898.0,0.0,1140892.0,5602.0,0.0,1.0,0.0,0.94,9.0,2.0,7.0,0.0,0.0,104.0,0.0,2.6390573296152584
147035.0,0.0,23710504.0,429238.0,1.0,1.0,0.0,0.76,302.0,5.0,200.0,20.0,0.0,238.0,0.0,3.6635616461296463
47014.0,0.0,4939187.0,70638.0,0.0,1.0,0.0,0.95,49.0,2.0,37.0,3.0,0.0,72.0,0.0,3.295836866004329
21341.0,1.0,4584460.0,76056.0,0.0,1.0,0.0,1.12,77.0,1.0,70.0,1.0,0.0,174.0,0.0,3.218875824868201
165678.0,0.0,19129035.0,5269.0,0.0,1.0,0.0,0.88,14.0,2.0,12.0,0.0,0.0,84.0,0.0,3.1354942159291497
424115.0,0.0,1927098.0,148489.0,0.0,1.0,0.0,0.96,128.0,1.0,107.0,1.0,0.0,108.0,0.0,3.218875824868201
223170.0,1.0,3593908.0,363512.0,0.0,1.0,0.0,0.9,362.0,2.0,318.0,16.0,0.0,360.0,0.0,3.295836866004329
102806.0,1.0,2654010.0,441422.0,0.0,1.0,0.0,0.82,400.0,1.0,332.0,13.0,0.0,86.0,0.0,2.9444389791664403
936466.0,0.0,1683570.0,25167.0,0.0,0.0,1002026.0,0.0,13.0,0.0,5.0,3.0,0.0,50.0,0.0,3.218875824868201
7919.0,1.0,4512055.0,9882.0,1.0,1.0,0.0,0.85,11.0,1.0,7.0,2.0,0.0,94.0,0.0,3.4011973816621555
1812309.0,0.0,13259519.0,1475061.0,1.0,1.0,0.0,0.78,839.0,5.0,347.0,113.0,0.0,299.0,0.0,2.70805020110221
466009.0,0.0,940650.0,65530.0,1.0,0.0,34197.0,0.0,55.0,1.0,27.0,6.0,0.0,516.0,0.0,7.489412083508719
95396.0,0.0,25052748.0,66555.0,1.0,1.0,0.0,1.11,57.0,7.0,49.0,0.0,0.0,44.0,0.0,3.737669618283368
63402.0,0.0,24360492.0,19262.0,1.0,1.0,0.0,0.99,8.0,1.0,6.0,0.0,0.0,49.0,0.0,3.1780538303479458
99853.0,0.0,24970155.0,80048.0,0.0,1.0,0.0,0.8,66.0,4.0,49.0,2.0,0.0,740.0,0.0,2.8903717578961645
594396.0,0.0,12063047.0,23144.0,0.0,1.0,0.0,1.1,19.0,1.0,15.0,0.0,0.0,80.0,0.0,2.19722457733622
21159.0,0.0,596719.0,63863.0,0.0,0.0,43104.0,0.0,49.0,1.0,42.0,1.0,0.0,260.0,0.0,2.9444389791664403
42733.0,0.0,4746399.0,313011.0,1.0,2.0,0.0,0.89,429.0,8.0,392.0,6.0,0.0,115.0,0.0,3.80666248977032
8771.0,1.0,680948.0,233867.0,1.0,1.0,0.0,1.0,155.0,7.0,113.0,9.0,0.0,204.0,0.0,4.262679877041316
115567.0,1.0,2641249.0,441422.0,0.0,1.0,0.0,0.82,400.0,1.0,332.0,13.0,0.0,86.0,0.0,3.1780538303479458
310982.0,0.0,1813965.0,148489.0,1.0,1.0,0.0,0.96,128.0,1.0,107.0,1.0,0.0,108.0,0.0,3.295836866004329
15183.0,1.0,2235771.0,98417.0,0.0,1.0,0.0,0.93,66.0,2.0,50.0,2.0,0.0,171.0,0.0,4.430816798843313
690.0,1.0,2539514.0,324575.0,0.0,1.0,0.0,0.86,338.0,4.0,280.0,18.0,0.0,217.0,0.0,2.5649493574615367
5169.0,1.0,392695.0,110683.0,1.0,2.0,0.0,0.925,73.0,2.0,58.0,2.0,0.0,80.0,0.0,2.70805020110221
51012.0,1.0,88627.0,157128.0,0.0,1.0,0.0,1.24,88.0,4.0,59.0,3.0,0.0,94.0,0.0,2.079441541679836
431249.0,0.0,25182490.0,22565.0,1.0,1.0,0.0,0.95,47.0,2.0,45.0,0.0,0.0,423.0,0.0,4.204692619390966
296770.0,0.0,23860239.0,429238.0,1.0,1.0,0.0,0.76,302.0,5.0,200.0,20.0,0.0,238.0,0.0,5.272999558563747
151767.0,0.0,9069551.0,4557.0,0.0,1.0,0.0,1.18,14.0,1.0,13.0,0.0,0.0,232.0,0.0,5.272999558563747
562018.0,0.0,26393205.0,448833.0,0.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,2.4849066497880004
194465.0,1.0,2345739.0,324575.0,1.0,1.0,0.0,0.86,338.0,4.0,280.0,18.0,0.0,217.0,0.0,4.02535169073515
83241.0,1.0,391350.0,2285.0,0.0,1.0,0.0,0.76,6.0,1.0,3.0,0.0,0.0,34.0,0.0,3.6635616461296463
16338.0,1.0,25131806.0,66555.0,1.0,1.0,0.0,1.11,57.0,7.0,49.0,0.0,0.0,44.0,0.0,5.41164605185504
311352.0,0.0,26142539.0,448833.0,1.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,2.3978952727983707
90434.0,0.0,15084026.0,24901.0,0.0,3.0,0.0,0.99,31.0,3.0,25.0,2.0,0.0,78.0,0.0,4.700480365792417
279856.0,1.0,23283613.0,429238.0,0.0,1.0,0.0,0.76,302.0,5.0,200.0,20.0,0.0,238.0,0.0,2.5649493574615367
258165.0,0.0,19184875.0,927611.0,0.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,2.9444389791664403
3920.0,1.0,25144224.0,66555.0,0.0,1.0,0.0,1.11,57.0,7.0,49.0,0.0,0.0,44.0,0.0,3.6375861597263857
691.0,1.0,2539513.0,324575.0,0.0,1.0,0.0,0.86,338.0,4.0,280.0,18.0,0.0,217.0,0.0,2.302585092994046
12879.0,0.0,7122045.0,4735.0,1.0,1.0,0.0,0.85,7.0,1.0,6.0,0.0,0.0,37.0,0.0,3.295836866004329
124405.0,1.0,3114785.0,302818.0,1.0,3.0,0.0,0.94,368.0,2.0,313.0,11.0,0.0,179.0,0.0,2.6390573296152584
27587.0,1.0,1360178.0,30826.0,1.0,1.0,0.0,0.77,26.0,1.0,19.0,0.0,0.0,41.0,0.0,6.07073772800249
196784.0,0.0,4921862.0,23244.0,0.0,0.0,148072.0,0.0,23.0,1.0,22.0,0.0,0.0,371.0,0.0,3.5263605246161616
5405.0,0.0,623825.0,18948.0,0.0,1.0,0.0,1.05,17.0,1.0,15.0,0.0,0.0,63.0,0.0,2.6390573296152584
1817833.0,0.0,6542911.0,23244.0,0.0,0.0,148072.0,0.0,23.0,1.0,22.0,0.0,0.0,371.0,0.0,2.3978952727983707
48789.0,1.0,8317517.0,191178.0,0.0,4.0,0.0,1.0125,250.0,11.0,222.0,1.0,0.0,550.0,0.0,4.060443010546419
43187.0,1.0,3764143.0,8909.0,1.0,0.0,12260.0,0.0,9.0,0.0,5.0,0.0,0.0,192.0,0.0,4.219507705176107
27120.0,0.0,1665033.0,24593.0,1.0,1.0,0.0,1.02,31.0,4.0,25.0,0.0,0.0,540.0,0.0,4.31748811353631
349577.0,0.0,25100818.0,22565.0,0.0,1.0,0.0,0.95,47.0,2.0,45.0,0.0,0.0,423.0,0.0,2.079441541679836
64831.0,1.0,2938895.0,8803.0,1.0,1.0,0.0,0.92,25.0,1.0,24.0,0.0,0.0,88.0,0.0,2.5649493574615367
65974.0,1.0,2316928.0,98417.0,0.0,1.0,0.0,0.93,66.0,2.0,50.0,2.0,0.0,171.0,0.0,3.688879454113936
682453.0,1.0,10301477.0,1181213.0,0.0,1.0,0.0,0.77,966.0,3.0,683.0,63.0,0.0,298.0,0.0,3.218875824868201
347044.0,0.0,19273754.0,927611.0,1.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,2.6390573296152584
1119838.0,0.0,1340424.0,22419.0,1.0,0.0,197585.0,0.0,17.0,2.0,9.0,2.0,0.0,203.0,0.0,2.70805020110221
764914.0,0.0,19691624.0,927611.0,1.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,4.290459441148391
44859.0,0.0,627318.0,233867.0,0.0,1.0,0.0,1.0,155.0,7.0,113.0,9.0,0.0,204.0,0.0,2.772588722239781
323707.0,0.0,1082952.0,65530.0,1.0,0.0,34197.0,0.0,55.0,1.0,27.0,6.0,0.0,516.0,0.0,3.6375861597263857
85516.0,0.0,6590269.0,24946.0,1.0,0.0,46680.0,0.0,18.0,0.0,8.0,2.0,0.0,73.0,0.0,4.290459441148391
227056.0,0.0,23790525.0,429238.0,0.0,1.0,0.0,0.76,302.0,5.0,200.0,20.0,0.0,238.0,0.0,2.8903717578961645
131748.0,1.0,1561071.0,362735.0,0.0,1.0,0.0,0.84,227.0,2.0,135.0,32.0,0.0,294.0,0.0,3.4011973816621555
39167.0,0.0,3241025.0,183782.0,1.0,1.0,0.0,0.88,207.0,1.0,195.0,0.0,0.0,153.0,0.0,2.079441541679836
329770.0,0.0,1076889.0,65530.0,1.0,0.0,34197.0,0.0,55.0,1.0,27.0,6.0,0.0,516.0,0.0,3.8918202981106265
131304.0,0.0,5241032.0,16076.0,0.0,1.0,0.0,0.87,17.0,2.0,14.0,0.0,0.0,37.0,0.0,2.079441541679836
1031800.0,0.0,17894910.0,927611.0,1.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,3.828641396489095
320945.0,1.0,4700720.0,703986.0,0.0,1.0,0.0,0.95,476.0,2.0,230.0,55.0,0.0,139.0,0.0,3.688879454113936
51044.0,1.0,359153.0,2285.0,0.0,1.0,0.0,0.76,6.0,1.0,3.0,0.0,0.0,34.0,0.0,2.19722457733622
422994.0,0.0,643580.0,22419.0,0.0,0.0,197585.0,0.0,17.0,2.0,9.0,2.0,0.0,203.0,0.0,4.74493212836325
272221.0,0.0,24514500.0,5190.0,0.0,0.0,1266.0,0.0,17.0,1.0,16.0,0.0,0.0,167.0,0.0,2.5649493574615367
27213.0,1.0,4027916.0,68577.0,1.0,1.0,0.0,1.04,78.0,3.0,68.0,1.0,0.0,107.0,0.0,5.298317366548036
384124.0,0.0,17423272.0,13893.0,0.0,0.0,1864631.0,0.0,10.0,2.0,8.0,0.0,0.0,168.0,0.0,4.158883083359672
10181.0,0.0,2853866.0,4981.0,0.0,2.0,0.0,0.895,14.0,1.0,13.0,0.0,0.0,331.0,0.0,4.709530201312334
320053.0,0.0,12792061.0,6164.0,1.0,0.0,1011774.0,0.0,11.0,1.0,9.0,0.0,0.0,67.0,0.0,2.3978952727983707
16121.0,0.0,12076601.0,177422.0,0.0,1.0,0.0,0.93,85.0,5.0,47.0,11.0,0.0,112.0,0.0,3.1354942159291497
604142.0,0.0,26574774.0,199148.0,0.0,1.0,0.0,0.9,221.0,2.0,210.0,2.0,0.0,170.0,0.0,3.555348061489413
380708.0,0.0,25131949.0,22565.0,1.0,1.0,0.0,0.95,47.0,2.0,45.0,0.0,0.0,423.0,0.0,2.8903717578961645
85534.0,0.0,5436651.0,9999.0,1.0,0.0,200389.0,0.0,7.0,1.0,6.0,0.0,0.0,42.0,0.0,2.5649493574615367
4086.0,1.0,676263.0,233867.0,0.0,1.0,0.0,1.0,155.0,7.0,113.0,9.0,0.0,204.0,0.0,3.218875824868201
43842.0,1.0,8426511.0,28065.0,0.0,1.0,0.0,0.71,46.0,0.0,29.0,2.0,0.0,38.0,0.0,3.828641396489095
93464.0,0.0,5938796.0,51808.0,0.0,1.0,0.0,1.05,47.0,1.0,39.0,0.0,0.0,123.0,0.0,2.8903717578961645
562244.0,0.0,19488954.0,927611.0,0.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,4.653960350157523
18783.0,0.0,4706295.0,23244.0,1.0,0.0,148072.0,0.0,23.0,1.0,22.0,0.0,0.0,371.0,0.0,2.302585092994046
1252467.0,0.0,10580476.0,97567.0,0.0,1.0,0.0,0.94,60.0,2.0,43.0,3.0,0.0,141.0,0.0,3.258096538021482
230888.0,0.0,26062075.0,448833.0,0.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,2.995732273553991
65586.0,1.0,413662.0,75433.0,1.0,1.0,0.0,0.81,82.0,2.0,60.0,4.0,0.0,29.0,0.0,2.9444389791664403
88829.0,0.0,3944694.0,26961.0,1.0,1.0,0.0,0.97,16.0,1.0,9.0,3.0,0.0,83.0,0.0,4.962844630259907
1151090.0,0.0,20077800.0,927611.0,1.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,2.3978952727983707
372352.0,0.0,12739762.0,6164.0,1.0,0.0,1011774.0,0.0,11.0,1.0,9.0,0.0,0.0,67.0,0.0,3.4657359027997265
496546.0,0.0,26327733.0,448833.0,0.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,2.995732273553991
715639.0,0.0,12184290.0,23144.0,0.0,1.0,0.0,1.1,19.0,1.0,15.0,0.0,0.0,80.0,0.0,5.786897381366708
57180.0,1.0,25205324.0,66555.0,0.0,1.0,0.0,1.11,57.0,7.0,49.0,0.0,0.0,44.0,0.0,2.5649493574615367
440694.0,0.0,19367404.0,927611.0,1.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,2.079441541679836
554216.0,0.0,19480926.0,927611.0,1.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,4.844187086458591
69279.0,1.0,1681288.0,199872.0,0.0,1.0,0.0,0.93,260.0,2.0,234.0,8.0,0.0,99.0,0.0,2.8903717578961645
834100.0,0.0,18129257.0,5269.0,0.0,1.0,0.0,0.88,14.0,2.0,12.0,0.0,0.0,84.0,0.0,3.49650756146648
121894.0,0.0,9099424.0,4557.0,0.0,1.0,0.0,1.18,14.0,1.0,13.0,0.0,0.0,232.0,0.0,2.302585092994046
43520.0,1.0,1707047.0,199872.0,0.0,1.0,0.0,0.93,260.0,2.0,234.0,8.0,0.0,99.0,0.0,4.23410650459726
948647.0,0.0,19912004.0,5269.0,0.0,1.0,0.0,0.88,14.0,2.0,12.0,0.0,0.0,84.0,0.0,3.332204510175204
483553.0,0.0,1093023.0,33425.0,0.0,2.0,0.0,0.89,50.0,1.0,40.0,4.0,0.0,1345.0,0.0,3.58351893845611
744710.0,0.0,12213361.0,23144.0,0.0,1.0,0.0,1.1,19.0,1.0,15.0,0.0,0.0,80.0,0.0,3.258096538021482
171181.0,0.0,23610535.0,94653.0,1.0,1.0,0.0,0.94,76.0,4.0,63.0,2.0,0.0,70.0,0.0,3.044522437723423
463158.0,0.0,943501.0,65530.0,1.0,0.0,34197.0,0.0,55.0,1.0,27.0,6.0,0.0,516.0,0.0,3.7612001156935615
14862.0,1.0,5006803.0,703986.0,0.0,1.0,0.0,0.95,476.0,2.0,230.0,55.0,0.0,139.0,0.0,1.9459101490553128
309204.0,0.0,19235914.0,927611.0,1.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,3.5263605246161616
1639053.0,0.0,13535407.0,24901.0,0.0,3.0,0.0,0.99,31.0,3.0,25.0,2.0,0.0,78.0,0.0,2.4849066497880004
340540.0,0.0,19267250.0,927611.0,0.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,2.19722457733622
802906.0,0.0,1817130.0,25167.0,0.0,0.0,1002026.0,0.0,13.0,0.0,5.0,3.0,0.0,50.0,0.0,6.3818160174060985
86344.0,0.0,742809.0,10488.0,1.0,1.0,0.0,0.84,12.0,4.0,7.0,0.0,0.0,333.0,0.0,4.59511985013459
1441224.0,0.0,17485486.0,927611.0,0.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,3.713572066704308
165376.0,0.0,26124802.0,6230.0,0.0,1.0,0.0,0.97,14.0,1.0,13.0,0.0,0.0,136.0,0.0,3.1780538303479458
267239.0,0.0,26958158.0,239436.0,0.0,1.0,0.0,0.83,250.0,5.0,228.0,1.0,0.0,210.0,0.0,4.189654742026425
418372.0,0.0,19381729.0,5269.0,1.0,1.0,0.0,0.88,14.0,2.0,12.0,0.0,0.0,84.0,0.0,4.219507705176107
78799.0,0.0,5662200.0,45277.0,1.0,0.0,290065.0,0.0,37.0,3.0,26.0,2.0,0.0,1029.0,0.0,4.454347296253507
51118.0,1.0,21753640.0,407899.0,1.0,1.0,0.0,0.82,151.0,4.0,68.0,22.0,0.0,275.0,0.0,3.4339872044851463
111881.0,1.0,3871087.0,293196.0,1.0,1.0,0.0,0.99,464.0,4.0,416.0,6.0,0.0,122.0,0.0,3.6375861597263857
3722.0,0.0,2867769.0,4981.0,0.0,2.0,0.0,0.895,14.0,1.0,13.0,0.0,0.0,331.0,0.0,4.189654742026425
6878.0,0.0,1718397.0,5668.0,0.0,0.0,17747.0,0.0,4.0,1.0,3.0,0.0,0.0,64.0,0.0,3.6375861597263857
96824.0,0.0,1285606.0,42844.0,1.0,0.0,25688.0,0.0,25.0,2.0,12.0,1.0,0.0,22.0,0.0,2.8903717578961645
293895.0,0.0,2005414.0,5668.0,0.0,0.0,17747.0,0.0,4.0,1.0,3.0,0.0,0.0,64.0,0.0,4.204692619390966
17619.0,1.0,2522585.0,324575.0,1.0,1.0,0.0,0.86,338.0,4.0,280.0,18.0,0.0,217.0,0.0,3.9318256327243257
31175.0,0.0,4734841.0,313011.0,1.0,2.0,0.0,0.89,429.0,8.0,392.0,6.0,0.0,115.0,0.0,3.555348061489413
4806.0,0.0,1897404.0,7270.0,1.0,0.0,243.0,0.0,11.0,2.0,9.0,0.0,0.0,19.0,0.0,4.158883083359672
457206.0,0.0,26288393.0,448833.0,0.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,2.4849066497880004
476381.0,0.0,19403091.0,927611.0,1.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,4.442651256490317
261140.0,0.0,25012381.0,22565.0,1.0,1.0,0.0,0.95,47.0,2.0,45.0,0.0,0.0,423.0,0.0,3.295836866004329
414003.0,0.0,22950673.0,74922.0,0.0,1.0,0.0,0.98,77.0,2.0,71.0,1.0,0.0,103.0,0.0,4.158883083359672
53013.0,1.0,3085051.0,28962.0,0.0,0.0,83865.0,0.0,30.0,0.0,18.0,3.0,0.0,27.0,0.0,3.367295829986474
304838.0,0.0,2315198.0,25167.0,0.0,0.0,1002026.0,0.0,13.0,0.0,5.0,3.0,0.0,50.0,0.0,2.079441541679836
5406.0,0.0,11430331.0,24249.0,1.0,1.0,0.0,1.02,25.0,1.0,22.0,0.0,0.0,155.0,0.0,3.295836866004329
223328.0,0.0,22726176.0,7465.0,0.0,3.0,0.0,0.9067,23.0,2.0,21.0,0.0,0.0,600.0,0.0,2.3978952727983707
247816.0,0.0,26079003.0,448833.0,1.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,2.4849066497880004
241789.0,0.0,23944876.0,44883.0,0.0,1.0,0.0,1.05,30.0,1.0,22.0,2.0,0.0,74.0,0.0,3.5263605246161616
51289.0,0.0,19014646.0,5269.0,1.0,1.0,0.0,0.88,14.0,2.0,12.0,0.0,0.0,84.0,0.0,1.9459101490553128
1665428.0,0.0,20837420.0,7465.0,0.0,3.0,0.0,0.9067,23.0,2.0,21.0,0.0,0.0,600.0,0.0,2.772588722239781
45976.0,0.0,2406006.0,74511.0,1.0,0.0,63163.0,0.0,83.0,1.0,68.0,2.0,0.0,45.0,0.0,3.58351893845611
285523.0,0.0,19248880.0,5269.0,1.0,1.0,0.0,0.88,14.0,2.0,12.0,0.0,0.0,84.0,0.0,3.555348061489413
55109.0,0.0,15119351.0,24901.0,0.0,3.0,0.0,0.99,31.0,3.0,25.0,2.0,0.0,78.0,0.0,3.9889840465642745
46600.0,1.0,3661831.0,81730.0,0.0,1.0,0.0,0.82,100.0,3.0,86.0,3.0,0.0,398.0,0.0,4.465908118654584
421901.0,0.0,22942775.0,74922.0,0.0,1.0,0.0,0.98,77.0,2.0,71.0,1.0,0.0,103.0,0.0,5.147494476813453
761003.0,0.0,11099190.0,498345.0,1.0,1.0,0.0,0.75,351.0,4.0,247.0,18.0,0.0,260.0,0.0,2.3978952727983707
76110.0,1.0,840273.0,5083.0,1.0,1.0,0.0,0.99,9.0,2.0,7.0,0.0,0.0,54.0,0.0,2.6390573296152584
60802.0,1.0,2512784.0,74511.0,1.0,0.0,63163.0,0.0,83.0,1.0,68.0,2.0,0.0,45.0,0.0,2.70805020110221
286236.0,0.0,7847050.0,2923.0,1.0,1.0,0.0,0.99,10.0,1.0,9.0,0.0,0.0,226.0,0.0,3.091042453358316
407825.0,0.0,7944701.0,111945.0,0.0,1.0,0.0,0.99,167.0,3.0,163.0,0.0,0.0,931.0,0.0,3.295836866004329
57883.0,1.0,25090261.0,66555.0,1.0,1.0,0.0,1.11,57.0,7.0,49.0,0.0,0.0,44.0,0.0,3.258096538021482
17139.0,0.0,11464349.0,1475061.0,0.0,1.0,0.0,0.78,839.0,5.0,347.0,113.0,0.0,299.0,0.0,4.276666119016055
80912.0,1.0,954632.0,247493.0,0.0,1.0,0.0,0.84,324.0,9.0,302.0,1.0,0.0,250.0,0.0,3.4657359027997265
357266.0,0.0,26188453.0,448833.0,1.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,3.295836866004329
256161.0,0.0,8965157.0,4557.0,0.0,1.0,0.0,1.18,14.0,1.0,13.0,0.0,0.0,232.0,0.0,5.455321115357702
282937.0,0.0,18680420.0,5269.0,1.0,1.0,0.0,0.88,14.0,2.0,12.0,0.0,0.0,84.0,0.0,2.995732273553991
129354.0,0.0,15045106.0,24901.0,0.0,3.0,0.0,0.99,31.0,3.0,25.0,2.0,0.0,78.0,0.0,2.995732273553991
577897.0,0.0,12046548.0,23144.0,0.0,1.0,0.0,1.1,19.0,1.0,15.0,0.0,0.0,80.0,0.0,2.079441541679836
54809.0,1.0,440194.0,125097.0,0.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,4.04305126783455
58619.0,0.0,1467434.0,19301.0,0.0,1.0,0.0,0.83,26.0,2.0,23.0,0.0,0.0,51.0,0.0,2.9444389791664403
102695.0,0.0,3266373.0,5345.0,1.0,2.0,0.0,0.8,16.0,2.0,14.0,0.0,0.0,330.0,0.0,2.833213344056216
69833.0,1.0,742010.0,233867.0,0.0,1.0,0.0,1.0,155.0,7.0,113.0,9.0,0.0,204.0,0.0,2.3978952727983707
213120.0,0.0,433706.0,22419.0,1.0,0.0,197585.0,0.0,17.0,2.0,9.0,2.0,0.0,203.0,0.0,3.1354942159291497
7227.0,0.0,2612809.0,25167.0,0.0,0.0,1002026.0,0.0,13.0,0.0,5.0,3.0,0.0,50.0,0.0,3.912023005428146
175587.0,1.0,2581229.0,441422.0,1.0,1.0,0.0,0.82,400.0,1.0,332.0,13.0,0.0,86.0,0.0,5.135798437050262
55561.0,0.0,24814741.0,80048.0,0.0,1.0,0.0,0.8,66.0,4.0,49.0,2.0,0.0,740.0,0.0,5.337538079701318
265659.0,1.0,3551419.0,363512.0,1.0,1.0,0.0,0.9,362.0,2.0,318.0,16.0,0.0,360.0,0.0,4.477336814478207
29121.0,1.0,1721446.0,199872.0,0.0,1.0,0.0,0.93,260.0,2.0,234.0,8.0,0.0,99.0,0.0,3.871201010907891
39897.0,1.0,399373.0,20972.0,1.0,2.0,0.0,0.91,44.0,4.0,39.0,0.0,0.0,117.0,0.0,4.691347882229144
