gene_id,gene_name,chrom,start,end,strand,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000177685,CRACR2B,chr11,826144,831993,1,0,29,0,2,0,0.715,19,4,15,0,0,0,83.84681428571427
ENSG00000177697,CD151,chr11,832705,839831,1,0,420,0,1,0,0.67,16,2,14,0,0,0,83.85400000000001
ENSG00000177700,POLR2L,chr11,837356,842561,-1,0,58,0,1,0,1.03,12,1,11,0,1,0,83.8528
ENSG00000214063,TSPAN4,chr11,840686,867120,1,0,103,0,3,0,0.9133,67,9,57,0,1,0,83.80575185185184
ENSG00000177830,CHID1,chr11,867331,915579,-1,0,39,0,4,0,0.8425,79,2,67,2,2,0,83.369164
ENSG00000183020,AP2A2,chr11,924881,1012245,1,0,99,0,9,0,0.8078,156,1,143,0,3,0,80.09467840909092
ENSG00000184956,MUC6,chr11,1012823,1036718,-1,0,405,0,8,0,0.715,60,1,45,3,0,0,75.102336
ENSG00000198788,MUC2,chr11,1074875,1110511,1,0,679,0,2,0,0.77,82,1,52,5,0,0,67.26117837837839
ENSG00000215182,MUC5AC,chr11,1157953,1201138,1,0,1440,0,7,0,0.71,80,1,40,4,0,0,62.383949999999984
ENSG00000117983,MUC5B,chr11,1223066,1262172,1,0,362,0,7,0,0.6986,89,1,60,4,1,0,62.10604000000001
ENSG00000078902,TOLLIP,chr11,1274371,1310258,-1,0,198,0,8,0,0.85,79,2,74,0,1,0,61.54379189189189
ENSG00000174672,BRSK2,chr11,1389899,1462689,1,0,129,0,10,0,0.81,154,6,137,0,0,0,59.6080972972973
ENSG00000182208,MOB2,chr11,1469457,1501247,-1,0,37,0,2,0,0.71,67,1,59,3,0,0,60.42907272727272
ENSG00000184545,DUSP8,chr11,1554051,1573076,-1,0,100,0,2,0,0.915,57,4,53,0,2,0,60.67901499999999
ENSG00000205869,KRTAP5-1,chr11,1584342,1585283,-1,0,11,0,0,9429,,2,0,0,0,0,0,60.165499999999994
ENSG00000205867,KRTAP5-2,chr11,1597177,1598294,-1,0,5,0,0,22264,,3,0,2,0,0,0,59.711200000000005
ENSG00000196224,KRTAP5-3,chr11,1607565,1608463,-1,0,5,0,0,32652,,3,0,0,0,0,0,59.2868
ENSG00000241598,KRTAP5-4,chr11,1620958,1622138,-1,0,7,0,0,30466,,3,0,0,0,0,0,58.6892
ENSG00000185940,KRTAP5-5,chr11,1629775,1630930,1,0,11,0,0,21674,,3,0,0,2,0,0,58.272800000000004
ENSG00000205864,KRTAP5-6,chr11,1697195,1697755,1,0,7,0,0,2423,,2,0,2,0,0,0,55.66815
ENSG00000244242,IFITM10,chr11,1732406,1750605,-1,0,29,0,1,0,0.85,48,2,29,3,0,0,55.452795
ENSG00000250644,,chr11,1734821,1763954,-1,0,6,0,3,0,0.8067,80,6,57,3,2,0,55.59174666666666
ENSG00000117984,CTSD,chr11,1752752,1764573,-1,0,740,0,2,0,0.785,35,5,30,0,2,0,55.77719999999999
ENSG00000149043,SYT8,chr11,1828307,1837521,1,0,49,0,0,2156,,27,3,24,0,0,0,58.804354545454544
ENSG00000130598,TNNI2,chr11,1838981,1841680,1,0,188,0,0,12830,,8,4,4,0,0,0,59.157
ENSG00000130592,LSP1,chr11,1850904,1892267,1,0,163,0,2,0,0.68,109,9,94,4,6,0,60.44365476190477
ENSG00000283787,PRR33,chr11,1888078,1891895,-1,0,10,0,0,5974,,12,1,11,0,1,0,61.09671999999999
ENSG00000130595,TNNT3,chr11,1919456,1938711,1,0,135,0,4,0,0.755,52,2,50,0,0,0,62.02271428571429
ENSG00000214026,MRPL23,chr11,1947278,1986375,1,0,53,0,6,0,0.72,17,0,5,2,0,0,62.542935
ENSG00000167244,IGF2,chr11,2129112,2158391,-1,0,953,0,4,0,0.8975,72,11,61,0,0,0,60.49684333333334
ENSG00000284779,,chr11,2131395,2149603,-1,0,29,0,3,0,0.9033,48,10,38,0,0,0,60.58226
ENSG00000129965,INS-IGF2,chr11,2132538,2161209,-1,0,1,0,4,0,0.8975,69,12,57,0,0,0,60.39426551724137
ENSG00000254647,INS,chr11,2159779,2161221,-1,0,2569,0,0,3966,,3,1,2,0,0,0,60.022400000000005
ENSG00000180176,TH,chr11,2163929,2171968,-1,0,816,0,1,0,0.75,18,1,17,0,0,0,59.85536666666667
ENSG00000183734,ASCL2,chr11,2268498,2270588,-1,0,129,0,1,0,1.02,7,0,7,0,0,0,60.402975
ENSG00000110665,C11orf21,chr11,2295628,2303180,-1,0,29,0,0,23926,,22,4,18,0,1,0,60.7580875
ENSG00000064201,TSPAN32,chr11,2301990,2318204,1,0,72,0,0,30288,,47,3,44,0,2,0,60.77980588235294
ENSG00000110651,CD81,chr11,2376166,2397802,1,0,497,0,3,0,0.8433,58,7,51,0,2,0,59.37490434782609
ENSG00000184281,TSSC4,chr11,2400488,2403878,1,0,9,0,1,0,0.77,8,2,5,0,1,0,58.988099999999996
ENSG00000070985,TRPM5,chr11,2404515,2444514,-1,0,111,0,3,0,0.6767,84,2,51,11,0,0,58.56907073170732
ENSG00000053918,KCNQ1,chr11,2444654,2849105,1,0,779,0,10,0,0.765,694,9,600,9,3,0,64.37269456790123
ENSG00000129757,CDKN1C,chr11,2883213,2885775,-1,0,720,0,1,0,1.28,8,2,6,0,1,0,72.938475
ENSG00000110628,SLC67A1,chr11,2899718,2925247,1,0,145,0,3,0,0.6933,57,5,46,0,1,0,73.70320384615385
ENSG00000181649,PHLDA2,chr11,2928273,2929420,-1,0,113,0,1,0,0.94,5,1,4,0,0,0,74.15944999999999
ENSG00000205531,NAP1L4,chr11,2944429,2992386,-1,0,105,0,2,0,0.84,70,3,64,0,3,0,75.26470612244898
ENSG00000110619,CARS1,chr11,3000922,3057613,-1,0,185,0,1,0,0.77,85,1,79,2,4,0,76.41805689655172
ENSG00000021762,OSBPL5,chr11,3087107,3166739,-1,0,73,0,4,0,0.8075,177,2,162,3,0,0,74.68484814814815
ENSG00000182170,MRGPRG,chr11,3217944,3218813,-1,0,29,0,1,0,0.71,4,3,0,0,0,0,72.25305
ENSG00000184350,MRGPRE,chr11,3225030,3232417,-1,0,25,0,1,0,0.62,18,1,12,0,0,0,72.357625
ENSG00000005801,ZNF195,chr11,3339261,3379222,-1,0,36,0,1,0,0.71,36,2,21,1,1,0,78.13354146341462
ENSG00000167311,ART5,chr11,3638503,3643187,-1,0,49,0,1,0,0.74,8,2,5,0,1,0,73.81694
ENSG00000129744,ART1,chr11,3645115,3668548,1,0,80,0,1,0,1.12,21,1,7,2,0,0,74.88393599999999
ENSG00000129749,CHRNA10,chr11,3665587,3671384,-1,0,28,0,1,0,1.12,12,0,6,1,0,0,75.63555
ENSG00000110713,NUP98,chr11,3671083,3797792,-1,0,467,0,1,0,1.06,94,2,77,3,2,0,78.58910625
ENSG00000148985,PGAP2,chr11,3797724,3826371,1,0,101,0,1,0,1.06,38,4,28,0,2,0,80.37413103448276
ENSG00000177105,RHOG,chr11,3826978,3840985,-1,0,149,0,1,0,0.7,27,3,23,0,1,0,80.58760000000001
ENSG00000167323,STIM1,chr11,3854527,4093210,1,0,788,0,1,0,0.87,266,6,240,3,10,0,78.49432552301255
ENSG00000167325,RRM1,chr11,4094707,4138932,1,0,324,0,1,0,0.85,37,2,23,5,1,0,73.57014666666666
ENSG00000284018,SSU72L5,chr11,4233217,4234287,1,0,3,0,0,45294,,0,0,0,0,0,0,68.4118
ENSG00000284306,SSU72L2,chr11,4241641,4242706,-1,0,2,0,0,53718,,0,0,0,0,0,0,67.8052
ENSG00000283873,SSU72L4,chr11,4287084,4288185,-1,0,4,0,0,99161,,0,0,0,0,0,0,64.47
ENSG00000284546,SSU72L3,chr11,4329790,4330864,1,0,3,0,0,141867,,0,0,0,0,0,0,61.1186
ENSG00000284438,SSU72L1,chr11,4338245,4339345,-1,0,3,0,0,150322,,0,0,0,0,0,0,60.518950000000004
ENSG00000221996,OR52B4,chr11,4367263,4368386,-1,0,2,0,0,179340,,0,0,0,0,0,0,58.49295
ENSG00000132109,TRIM21,chr11,4384897,4393747,-1,0,812,0,0,196974,,7,1,5,0,1,0,57.158460000000005
ENSG00000181963,OR52K2,chr11,4449295,4450361,1,0,4,0,0,157507,,0,0,0,0,0,0,54.6976
ENSG00000196778,OR52K1,chr11,4482646,4493497,1,0,7,0,0,114371,,10,0,10,0,0,0,53.99692727272728
ENSG00000197790,OR52M1,chr11,4545191,4546144,1,0,4,0,0,61724,,0,0,0,0,0,0,53.639849999999996
ENSG00000226288,OR52I2,chr11,4581743,4593340,1,0,6,0,0,14528,,3,0,0,0,0,0,53.59744999999999
ENSG00000232268,OR52I1,chr11,4594039,4595013,1,0,2,0,0,12855,,0,0,0,0,0,0,53.60485
ENSG00000167333,TRIM68,chr11,4598672,4608231,-1,0,52,0,1,0,0.69,6,1,4,0,1,0,53.62665
ENSG00000197428,OR51D1,chr11,4637477,4643060,1,0,8,0,0,29177,,5,1,4,0,0,0,53.879200000000004
ENSG00000180785,OR51E1,chr11,4643420,4655488,1,0,66,0,0,35120,,12,2,5,3,0,0,53.99123846153845
ENSG00000167332,OR51E2,chr11,4680171,4697854,-1,0,48,0,0,71871,,11,2,8,0,0,0,54.75921052631579
ENSG00000197674,OR51C1,chr11,4690423,4697853,-1,0,4,0,0,82123,,6,1,4,0,0,0,54.88591111111111
ENSG00000167346,MMP26,chr11,4704784,4992431,1,0,126,0,0,96484,,99,2,27,22,0,0,61.91540972222222
ENSG00000280021,OR51F1,chr11,4768979,4769938,-1,0,4,0,0,160679,,0,0,0,0,0,0,57.7654
ENSG00000279270,OR52R1,chr11,4803433,4804380,-1,0,9,0,0,195133,,0,0,0,0,0,0,59.49635000000001
ENSG00000176925,OR51F2,chr11,4821321,4822456,1,0,6,0,0,213021,,0,0,0,0,0,0,60.46555
ENSG00000176922,OR51S1,chr11,4848237,4849208,-1,0,3,0,0,239937,,1,0,0,1,0,0,61.9132
ENSG00000176900,OR51T1,chr11,4881819,4882883,1,0,3,0,0,273519,,2,0,2,0,0,0,63.658100000000005
ENSG00000176895,OR51A7,chr11,4903783,4909462,1,0,5,0,0,295483,,4,0,2,0,0,0,64.83363333333334
ENSG00000176893,OR51G2,chr11,4912588,4919350,-1,0,8,0,0,304288,,1,0,1,0,0,0,65.29252857142858
ENSG00000278870,OR51G1,chr11,4923374,4924339,-1,0,5,0,0,315074,,0,0,0,0,0,0,65.65585
ENSG00000205497,OR51A4,chr11,4942831,4947605,-1,0,3,0,0,334531,,0,0,0,0,0,0,66.75546666666666
ENSG00000205496,OR51A2,chr11,4954772,4955713,-1,0,0,0,0,346472,,0,0,0,0,0,0,67.286
ENSG00000176798,OR51L1,chr11,4994851,5005536,1,0,3,0,0,386551,,6,0,2,4,0,0,70.04807692307692
ENSG00000205495,OR52J3,chr11,5046526,5047461,1,0,3,0,0,438226,,1,0,1,0,0,0,73.4858
ENSG00000176787,OR52E2,chr11,5058650,5059627,-1,0,0,0,0,450350,,1,0,0,1,0,0,74.45255
ENSG00000273085,OR52E1,chr11,5069572,5070497,1,0,1,0,0,461272,,0,0,0,0,0,0,75.2559
ENSG00000171944,OR52A5,chr11,5128776,5138356,-1,0,3,0,0,520476,,9,0,8,0,0,0,79.48644
ENSG00000182070,OR52A1,chr11,5146824,5154757,-1,0,7,0,0,538524,,3,0,3,0,0,0,80.40511111111111
ENSG00000176742,OR51V1,chr11,5199735,5200682,-1,0,13,0,0,591435,,0,0,0,0,0,0,82.2667
ENSG00000244734,HBB,chr11,5225464,5229395,-1,0,499,0,0,617164,,7,1,4,0,0,0,82.71828000000001
ENSG00000223609,HBD,chr11,5232678,5243657,-1,0,283,0,0,624378,,22,2,9,0,0,0,82.76032500000001
ENSG00000213934,HBG1,chr11,5248269,5249857,-1,0,96,0,0,639969,,3,0,3,0,0,0,82.71329999999999
ENSG00000284931,,chr11,5248270,5254783,-1,0,1,0,0,639970,,13,0,13,0,0,0,82.6848625
ENSG00000196565,HBG2,chr11,5253188,5505605,-1,0,234,0,0,644888,,183,5,138,12,0,0,77.06485787401576
ENSG00000239920,,chr11,5254392,5678434,-1,0,1,0,0,556104,,284,9,194,19,1,0,75.28505529411765
ENSG00000213931,HBE1,chr11,5268345,5505652,-1,0,140,0,0,660045,,171,5,128,12,0,0,76.72080041841005
ENSG00000183251,OR51B4,chr11,5301014,5301946,-1,0,12,0,0,692714,,1,0,0,0,0,0,81.00205
ENSG00000167355,OR51B5,chr11,5303444,5505652,-1,0,20,0,0,695144,,112,3,78,11,0,0,75.85826519607843
ENSG00000279012,OR51B2,chr11,5323359,5324297,-1,0,2,0,0,715059,,1,0,1,0,0,0,79.69515
ENSG00000176239,OR51B6,chr11,5351508,5352446,1,0,8,0,0,743208,,0,0,0,0,0,0,77.7828
ENSG00000184698,OR51M1,chr11,5383812,5393263,1,0,8,0,0,775512,,7,1,6,0,0,0,75.54593
ENSG00000167360,OR51Q1,chr11,5422111,5423206,1,0,9,0,0,811332,,2,0,2,0,0,0,74.2353
ENSG00000167359,OR51I1,chr11,5440570,5441514,-1,0,2,0,0,793024,,1,0,1,0,0,0,73.8836
ENSG00000187918,OR51I2,chr11,5449323,5456518,1,0,5,0,0,778020,,5,0,2,2,0,0,73.78221111111111
ENSG00000181609,OR52D1,chr11,5488685,5489749,1,0,4,0,0,744789,,3,0,3,0,0,0,73.81190000000001
ENSG00000175520,UBQLN3,chr11,5507300,5509958,-1,0,24,0,0,724580,,6,0,5,0,0,0,73.9034
ENSG00000175518,UBQLNL,chr11,5514393,5518431,-1,0,10,0,0,716107,,1,0,0,0,0,0,73.92746000000001
ENSG00000181616,OR52H1,chr11,5544489,5548540,-1,0,7,0,0,685998,,2,0,0,0,0,0,73.85458333333334
ENSG00000187747,OR52B6,chr11,5580877,5581884,1,0,11,0,0,652654,,1,0,0,0,0,0,73.342
ENSG00000121236,TRIM6,chr11,5596109,5612958,1,0,84,0,0,621580,,20,2,15,0,0,0,72.7608
ENSG00000258588,TRIM6-TRIM34,chr11,5596725,5644398,1,0,0,0,0,590140,,46,3,36,2,1,0,72.24443125
ENSG00000258659,TRIM34,chr11,5619764,5644398,1,0,37,0,0,590140,,25,1,20,2,1,0,71.865888
ENSG00000132256,TRIM5,chr11,5663195,5938619,-1,0,160,0,0,295919,,140,4,74,14,2,0,64.01508989169676
ENSG00000132274,TRIM22,chr11,5689610,5737089,1,0,174,0,0,497449,,39,2,31,0,1,0,68.54734791666665
ENSG00000181109,OR52P1,chr11,5726502,5727464,1,0,2,0,0,507074,,2,1,0,0,0,0,67.9637
ENSG00000181023,OR56B1,chr11,5736448,5738523,1,0,5,0,0,496015,,5,0,5,0,0,0,67.50595
ENSG00000181074,OR52N4,chr11,5754243,5755958,1,0,7,0,0,478580,,0,0,0,0,0,0,66.73516666666667
ENSG00000181017,OR56B2,chr11,5761153,5769080,1,0,2,0,0,465458,,3,0,0,2,0,0,66.28654444444444
ENSG00000181009,OR52N5,chr11,5776165,5783355,-1,0,4,0,0,451183,,1,0,0,0,0,0,65.6201625
ENSG00000181001,OR52N1,chr11,5786471,5791265,-1,0,6,0,0,443273,,2,0,0,1,0,0,65.19351666666667
ENSG00000180988,OR52N2,chr11,5808911,5821492,1,0,8,0,0,413046,,11,1,9,0,0,0,63.850569230769224
ENSG00000205409,OR52E6,chr11,5840928,5841952,-1,0,0,0,0,392586,,0,0,0,0,0,0,62.331999999999994
ENSG00000183269,OR52E8,chr11,5856749,5857690,-1,0,4,0,0,376848,,0,0,0,0,0,0,61.30955
ENSG00000180974,OR52E4,chr11,5880629,5887079,1,0,14,0,0,347459,,1,0,0,0,0,0,59.46925714285714
ENSG00000277932,OR52E5,chr11,5893208,5902730,1,0,3,0,0,331808,,2,0,0,1,0,0,58.45840909090909
ENSG00000184478,OR56A3,chr11,5938751,5951347,1,0,3,0,0,283191,,4,0,1,0,0,0,55.260646153846146
ENSG00000188691,OR56A5,chr11,5967553,5968494,-1,0,4,0,0,266044,,1,0,0,0,0,0,54.0276
ENSG00000183313,OR52L1,chr11,5985892,5986985,-1,0,6,0,0,247553,,1,0,0,1,0,0,53.30215
ENSG00000183389,OR56A4,chr11,5999445,6006946,-1,0,3,0,0,227592,,2,0,1,0,0,0,52.8817
ENSG00000180934,OR56A1,chr11,6019336,6034338,-1,0,12,0,0,200200,,5,0,0,2,0,0,52.642975
ENSG00000180919,OR56B4,chr11,6107684,6108835,1,0,4,0,0,125703,,0,0,0,0,0,0,54.2479
ENSG00000255307,OR52B2,chr11,6169355,6170326,-1,0,1,0,0,64212,,0,0,0,0,0,0,56.76005
ENSG00000175485,OR52W1,chr11,6199224,6200186,1,0,5,0,0,34352,,0,0,0,0,0,0,58.24535
ENSG00000180878,C11orf42,chr11,6205557,6211135,1,0,17,0,0,23403,,9,1,7,0,0,0,58.71918333333334
ENSG00000051009,FHIP1B,chr11,6211335,6234711,-1,0,39,0,1,0,1.27,22,1,19,0,1,0,59.506308
ENSG00000132259,CNGA4,chr11,6234765,6245011,1,0,24,0,2,0,1.1,15,1,11,0,1,0,60.45066363636363
ENSG00000110148,CCKBR,chr11,6259806,6272127,1,0,263,0,3,0,0.88,18,1,14,0,0,0,61.93225384615385
ENSG00000170955,CAVIN3,chr11,6318946,6320546,-1,0,180,0,2,0,0.745,5,2,3,0,0,0,64.94916666666667
ENSG00000166311,SMPD1,chr11,6390414,6394998,1,0,479,0,1,0,0.88,10,1,9,0,1,0,68.55629999999998
ENSG00000166313,APBB1,chr11,6395111,6419453,-1,0,68,0,1,0,0.81,41,5,36,0,3,0,69.253064
ENSG00000110169,HPX,chr11,6431006,6442617,-1,0,457,0,0,11504,,20,1,16,0,0,0,70.69896923076924
ENSG00000110171,TRIM3,chr11,6448613,6474459,-1,0,90,0,2,0,0.81,24,2,20,0,2,0,71.86031153846154
ENSG00000132254,ARFIP2,chr11,6474683,6481479,-1,0,65,0,1,0,1.12,15,2,13,0,2,0,72.60937142857142
ENSG00000283977,,chr11,6481485,6508978,1,0,0,0,1,0,1.12,31,2,24,1,1,0,73.30079655172415
ENSG00000132286,TIMM10B,chr11,6481496,6484683,1,0,15,0,1,0,1.12,6,1,4,0,1,0,72.82476
ENSG00000179532,DNHD1,chr11,6497260,6593758,1,0,174,0,1,0,0.88,96,1,75,5,0,0,74.49744897959184
ENSG00000132275,RRP8,chr11,6595072,6603616,-1,0,53,0,1,0,0.98,17,2,13,0,1,0,74.8212
ENSG00000166333,ILK,chr11,6603708,6610874,1,0,455,0,1,0,0.98,21,5,13,0,2,0,74.758125
ENSG00000166337,TAF10,chr11,6606294,6612539,-1,0,31,0,1,0,0.98,19,2,15,0,2,0,74.74066249999998
ENSG00000166340,TPP1,chr11,6612768,6619448,-1,0,804,0,0,212,,15,4,11,0,2,0,74.68105714285714
ENSG00000166341,DCHS1,chr11,6621330,6655809,-1,0,198,0,2,0,1.065,61,3,51,1,2,0,74.48424722222222
ENSG00000158042,MRPL17,chr11,6680385,6683401,-1,0,43,0,1,0,0.93,8,1,7,0,1,0,74.37790000000001
ENSG00000188124,OR2AG2,chr11,6765626,6771976,-1,0,8,0,0,81914,,1,0,0,1,0,0,75.0257857142857
ENSG00000279486,OR2AG1,chr11,6783020,6791558,1,0,41,0,0,99308,,1,0,0,0,0,0,74.80821
ENSG00000184933,OR6A2,chr11,6791736,6799689,-1,0,12,0,0,108024,,3,0,0,0,0,0,74.60981111111111
ENSG00000166363,OR10A5,chr11,6845683,6846636,1,0,16,0,0,79653,,0,0,0,0,0,0,71.99265
ENSG00000170790,OR10A2,chr11,6863057,6874717,1,0,15,0,0,51572,,4,0,0,2,0,0,70.13693076923076
ENSG00000170782,OR10A4,chr11,6876625,6877619,1,0,131,0,0,48670,,1,0,0,0,0,0,69.37325
ENSG00000166368,OR2D2,chr11,6891574,6892500,-1,0,15,0,0,33789,,1,0,0,0,0,0,67.9847
ENSG00000178358,OR2D3,chr11,6921002,6921994,1,0,3,0,0,4295,,0,0,0,0,0,0,65.40620000000001
ENSG00000149054,ZNF215,chr11,6926373,7001004,1,0,27,0,1,0,0.9,33,4,16,3,0,0,62.71087236842104
ENSG00000149050,ZNF214,chr11,6996671,7020355,-1,0,15,0,1,0,0.8,14,2,8,1,0,0,60.796016666666674
ENSG00000158077,NLRP14,chr11,7020462,7072055,1,0,62,0,1,0,0.8,22,1,12,1,0,0,59.64663396226416
ENSG00000170748,RBMXL2,chr11,7088998,7091148,1,0,144,0,1,0,1.03,3,1,2,0,0,0,57.738033333333334
ENSG00000170743,SYT9,chr11,7238778,7469043,1,0,56,0,1,0,0.82,154,2,89,19,0,0,41.956295238095244
ENSG00000183801,OLFML1,chr11,7485362,7512897,1,0,57,0,0,426,,40,2,35,1,0,0,37.4013275862069
ENSG00000166387,PPFIBP2,chr11,7513298,7657127,1,0,71,0,1,0,0.76,199,8,185,0,1,0,37.8802724137931
ENSG00000166394,CYB5R2,chr11,7665097,7677222,-1,0,65,0,1,0,0.97,23,3,19,0,0,0,38.14625384615385
ENSG00000183378,OVCH2,chr11,7689437,7706477,-1,0,142,0,0,14983,,15,1,11,1,0,0,37.723394444444445
ENSG00000183303,OR5P2,chr11,7795974,7796942,-1,0,11,0,0,121520,,0,0,0,0,0,0,35.3729
ENSG00000182334,OR5P3,chr11,7824818,7830840,-1,0,11,0,0,150364,,1,0,0,0,0,0,35.12347142857142
ENSG00000279000,OR10A6,chr11,7924592,7931268,-1,0,7,0,0,87594,,4,0,2,0,0,0,37.402342857142855
ENSG00000170683,OR10A3,chr11,7937171,7941708,-1,0,9,0,0,77154,,2,0,0,0,0,0,37.827149999999996
ENSG00000182261,NLRP10,chr11,7957537,7965447,-1,0,145,0,0,53415,,9,2,5,1,0,0,38.596025
ENSG00000175390,EIF3F,chr11,7970251,8001862,1,0,174,0,0,17000,,29,3,19,3,2,0,39.2945
ENSG00000166402,TUB,chr11,8019244,8106243,1,0,236,0,3,0,0.9067,124,5,107,3,1,0,40.49442272727273
ENSG00000166405,RIC3,chr11,8106056,8169055,-1,0,65,0,1,0,0.96,31,1,24,0,1,0,41.4477421875
ENSG00000166407,LMO1,chr11,8224309,8268752,-1,0,180,0,2,0,1.015,81,3,69,3,0,0,42.213845652173916
ENSG00000130413,STK33,chr11,8391864,8594292,-1,0,235,0,1,0,0.84,91,2,46,16,0,0,49.334448275862066
ENSG00000166436,TRIM66,chr11,8612037,8682694,-1,0,67,0,1,0,0.85,63,2,43,5,1,0,57.518540277777774
