gene_id,gene_name,chrom,start,end,strand,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000178372,CALML5,chr10,5498697,5499570,-1,0,77,0,1,0,0.77,4,2,2,0,0,0,74.26825
ENSG00000178363,CALML3,chr10,5524961,5526771,1,0,214,0,1,0,0.81,6,4,2,0,0,0,75.08616666666666
ENSG00000196372,ASB13,chr10,5638857,5666615,-1,0,31,0,3,0,0.9267,55,1,51,0,1,0,74.07892068965518
ENSG00000108021,TASOR2,chr10,5684731,5763779,1,0,58,0,1,0,0.96,82,2,69,0,3,0,71.92697749999999
ENSG00000057608,GDI2,chr10,5765221,5842132,-1,0,191,0,2,0,0.855,85,3,78,0,4,0,71.41534487179486
ENSG00000134461,ANKRD16,chr10,5861616,5889906,-1,0,38,0,1,0,0.89,34,2,31,1,1,0,73.99667931034483
ENSG00000134452,FBH1,chr10,5890203,5937594,1,0,47,0,1,0,0.89,54,1,47,1,3,0,75.37643469387756
ENSG00000134470,IL15RA,chr10,5943639,5978187,-1,0,356,0,1,0,0.95,57,3,53,0,1,0,75.70355714285715
ENSG00000134460,IL2RA,chr10,6010689,6062370,-1,0,1605,0,0,26659,,100,1,99,0,6,0,72.99807692307691
ENSG00000134453,RBM17,chr10,6086898,6117457,1,0,86,0,1,0,0.97,41,2,36,0,1,0,71.08107741935484
ENSG00000170525,PFKFB3,chr10,6144928,6254644,1,0,394,0,5,0,0.872,210,2,204,0,7,0,71.46457387387389
ENSG00000065675,PRKCQ,chr10,6427136,6580855,-1,0,581,0,1,0,0.93,158,4,140,2,14,0,60.977159354838705
ENSG00000198879,SFMBT2,chr10,7158624,7411488,-1,0,86,0,3,0,0.8867,285,7,244,3,6,0,61.420620948616595
ENSG00000123243,ITIH5,chr10,7559270,7667021,-1,0,157,0,3,0,0.7633,106,3,85,5,0,0,58.89832201834863
ENSG00000151655,ITIH2,chr10,7699386,7758675,1,0,133,0,0,28950,,45,2,20,4,0,0,59.31427868852459
ENSG00000151657,KIN,chr10,7750962,7787994,-1,0,235,0,1,0,0.72,22,1,14,2,1,0,59.87622105263159
ENSG00000165629,ATP5F1C,chr10,7788092,7807815,1,0,58,0,1,0,0.72,17,1,14,2,1,0,60.359447619047614
ENSG00000165632,TAF3,chr10,7818497,8016631,1,0,32,0,2,0,0.865,148,1,87,9,1,0,59.7298835
ENSG00000107485,GATA3,chr10,8045315,8075198,1,9,1526,1,2,0,0.79,83,4,79,0,1,0,58.66442258064516
ENSG00000048740,CELF2,chr10,10798397,11336675,1,0,213,0,3,0,0.9833,686,13,611,10,10,0,53.270457962962965
ENSG00000148429,USP6NL,chr10,11460328,11611803,-1,0,52,0,2,0,0.94,181,4,164,3,1,0,69.08049738562092
ENSG00000134463,ECHDC3,chr10,11742366,11764139,1,0,64,0,1,0,0.97,34,1,29,0,0,0,74.86478695652175
ENSG00000148426,PROSER2,chr10,11823339,11872277,1,0,41,0,2,0,0.83,62,2,49,0,1,0,76.99859000000001
ENSG00000151461,UPF2,chr10,11920020,12043170,-1,0,70,0,1,0,0.76,78,2,60,4,2,0,80.74811370967741
ENSG00000181192,DHTKD1,chr10,12068926,12123225,1,0,295,0,1,0,0.89,48,1,37,2,2,0,77.21017272727273
ENSG00000065665,SEC61A2,chr10,12129637,12169961,1,0,39,0,1,0,0.96,22,2,13,1,1,0,75.0145
ENSG00000165609,NUDT5,chr10,12165328,12196127,-1,0,89,0,1,0,1.0,36,3,31,0,3,0,74.04226875
ENSG00000151465,CDC123,chr10,12195950,12250595,1,0,84,0,1,0,1.0,57,3,49,2,2,0,72.58454285714286
ENSG00000183049,CAMK1D,chr10,12349547,12835545,1,0,145,0,1,0,0.98,574,3,497,15,6,0,51.786048459958934
ENSG00000151468,CCDC3,chr10,12896625,13099652,-1,0,114,0,1,0,0.82,177,2,135,7,1,0,50.82731960784314
ENSG00000123240,OPTN,chr10,13099449,13140320,1,0,319,0,1,0,0.82,44,4,35,1,5,0,58.62160238095238
ENSG00000065328,MCM10,chr10,13161554,13211110,1,0,134,0,1,0,1.03,25,1,10,5,1,0,63.38335000000001
ENSG00000165623,UCMA,chr10,13221762,13234428,-1,0,34,0,0,59972,,17,1,10,1,0,0,65.56043076923078
ENSG00000107537,PHYH,chr10,13277796,13302412,-1,0,253,0,2,0,0.805,27,3,14,0,2,0,66.39858799999999
ENSG00000086475,SEPHS1,chr10,13317425,13348596,-1,0,117,0,1,0,1.02,36,1,35,0,4,0,66.06596363636365
ENSG00000165626,BEND7,chr10,13438484,13529237,-1,0,79,0,4,0,1.135,83,3,52,9,0,0,66.42936086956522
ENSG00000165630,PRPF18,chr10,13586939,13668445,1,0,56,0,2,0,0.88,96,3,72,3,1,0,58.89075243902439
ENSG00000151474,FRMD4A,chr10,13643706,14462142,-1,0,122,0,2,0,1.01,926,7,759,35,3,0,47.56238925518925
ENSG00000065809,FAM107B,chr10,14518557,14774897,-1,0,135,0,1,0,1.06,347,7,322,5,16,0,50.086266926070046
ENSG00000185267,CDNF,chr10,14818270,14838575,-1,0,131,0,1,0,0.85,21,2,19,0,1,0,55.596772727272736
ENSG00000284024,MSANTD7,chr10,14838302,14846999,1,0,22,0,1,0,0.85,13,2,4,0,1,0,55.96855000000001
ENSG00000187522,HSPA14,chr10,14838306,14871741,1,0,604,0,1,0,0.85,22,2,11,0,1,0,56.34208857142856
ENSG00000152455,SUV39H2,chr10,14878820,14904315,1,0,118,0,1,0,0.95,18,1,12,2,1,0,57.531284615384614
ENSG00000152457,DCLRE1C,chr10,14897359,14954432,-1,0,343,0,1,0,0.82,41,1,30,2,1,0,58.75703965517241
ENSG00000197889,MEIG1,chr10,14954194,14988050,1,0,144,0,2,0,0.81,23,2,7,2,2,0,60.37794571428572
ENSG00000152463,OLAH,chr10,15032227,15073853,1,0,152,0,0,14534,,28,1,18,2,0,0,63.34196976744185
ENSG00000176244,ACBD7,chr10,15075475,15088776,-1,0,33,0,1,0,0.82,13,1,7,2,0,0,64.48815333333333
ENSG00000152464,RPP38,chr10,15097120,15139818,1,0,27,0,1,0,0.97,35,1,30,1,1,0,65.82784545454545
ENSG00000152465,NMT2,chr10,15102584,15168719,-1,0,110,0,1,0,0.85,65,1,51,3,1,0,66.29648059701492
ENSG00000148468,FAM171A1,chr10,15211643,15371289,-1,0,77,0,3,0,1.0233,190,2,154,3,1,0,66.888528125
ENSG00000077943,ITGA8,chr10,15513954,15719936,-1,0,185,0,1,0,0.83,154,0,129,4,0,0,62.33985507246378
ENSG00000148481,MINDY3,chr10,15778170,15860528,-1,0,179,0,1,0,0.85,87,2,75,3,2,0,61.12876428571429
ENSG00000165983,PTER,chr10,16436940,16515220,1,0,68,0,1,0,0.76,63,1,38,4,1,0,47.239596202531644
ENSG00000165985,C1QL3,chr10,16513734,16521879,-1,0,130,0,1,0,0.91,12,2,7,0,0,0,47.08538888888889
ENSG00000148484,RSU1,chr10,16590611,16817463,-1,0,89,0,1,0,0.79,193,1,116,16,3,0,51.51009647577093
ENSG00000107611,CUBN,chr10,16823966,17129811,-1,0,523,0,0,5990,,339,1,317,1,4,0,62.858201628664496
ENSG00000107614,TRDMT1,chr10,17137336,17202054,-1,0,146,0,1,0,0.84,67,2,62,0,1,0,69.41745454545455
ENSG00000026025,VIM,chr10,17228241,17237593,1,0,1435,0,1,0,0.82,25,3,22,0,1,0,70.76904545454545
ENSG00000148488,ST8SIA6,chr10,17315421,17454595,-1,0,94,0,1,0,1.16,130,2,94,9,4,0,72.24819716312057
ENSG00000165996,HACD1,chr10,17588316,17617430,-1,0,474,0,1,0,1.06,23,2,15,2,1,0,70.74944333333333
ENSG00000136738,STAM,chr10,17644124,17716824,1,0,78,0,1,0,0.88,102,1,95,1,6,0,67.89914594594595
ENSG00000148483,TMEM236,chr10,17752201,17800868,1,0,30,0,0,107865,,44,1,39,1,0,0,62.58755599999999
ENSG00000260314,MRC1,chr10,17809014,17911164,1,0,1040,0,0,164678,,80,1,52,6,0,0,57.49389805825243
ENSG00000148482,SLC39A12,chr10,17951839,18043292,1,0,90,0,0,96904,,60,2,38,3,0,0,29.02592282608696
ENSG00000165995,CACNB2,chr10,18140424,18543557,1,0,284,0,1,0,0.87,349,12,277,17,0,0,42.85131777777778
ENSG00000241058,NSUN6,chr10,18545561,18659285,-1,0,134,0,2,0,1.045,93,3,70,4,3,0,38.77342280701754
ENSG00000165997,ARL5B,chr10,18659304,18681639,1,0,88,0,1,0,1.02,24,2,19,0,1,0,38.66936666666667
ENSG00000204740,MALRD1,chr10,19048801,19790401,1,0,59,0,0,25121,,391,3,199,53,0,0,24.87298679245283
ENSG00000120594,PLXDC2,chr10,19815943,20289856,1,0,118,0,2,0,0.755,407,4,344,15,0,0,23.66483487394958
ENSG00000078114,NEBL,chr10,20779973,21293011,-1,0,265,0,1,0,0.9,466,3,343,18,0,0,35.91130466926071
ENSG00000180592,SKIDA1,chr10,21513475,21526368,-1,0,171,0,2,0,1.025,40,6,34,0,1,0,59.345749999999995
ENSG00000078403,MLLT10,chr10,21524617,21743630,1,1,301,1,2,0,0.995,222,7,177,3,4,0,68.00471863636365
ENSG00000136770,DNAJC1,chr10,21756538,22003769,-1,0,89,0,1,0,0.9,173,1,118,11,1,0,71.48631411290323
ENSG00000223601,EBLN1,chr10,22208475,22218018,-1,0,23,0,0,11079,,3,0,0,1,0,0,62.10032727272728
ENSG00000148444,COMMD3,chr10,22315980,22320430,1,0,71,0,2,0,1.24,12,1,11,0,1,0,62.174099999999996
ENSG00000269897,COMMD3-BMI1,chr10,22316388,22329542,1,0,212,0,3,0,1.24,33,2,31,0,5,0,62.07633333333333
ENSG00000168283,BMI1,chr10,22321078,22331485,1,0,704,0,2,0,1.315,21,1,20,0,4,0,62.01700909090909
ENSG00000077327,SPAG6,chr10,22345445,22454224,1,0,241,0,2,0,0.975,105,1,63,9,1,0,60.6482181818182
ENSG00000150867,PIP4K2A,chr10,22534854,22714578,-1,0,122,0,1,0,0.94,269,3,260,0,21,0,65.23113038674033
ENSG00000165309,ARMC3,chr10,22928024,23038523,1,0,196,0,0,57109,,78,1,47,4,0,0,67.43294107142857
ENSG00000148450,MSRB2,chr10,23095579,23122013,1,0,69,0,1,0,0.76,36,1,26,1,1,0,67.92994074074073
ENSG00000168267,PTF1A,chr10,23192312,23194245,1,0,195,0,1,0,1.05,7,1,6,0,0,0,66.71026666666667
ENSG00000179133,C10orf67,chr10,23202696,23344845,-1,0,28,0,1,0,0.97,79,2,55,6,1,0,68.39182937062937
ENSG00000165312,OTUD1,chr10,23439075,23442377,1,0,137,0,1,0,0.98,9,1,8,0,1,0,65.917375
ENSG00000120549,KIAA1217,chr10,23694746,24547848,1,0,122,0,1,0,0.75,680,7,576,21,0,0,37.91847096018735
ENSG00000107863,ARHGAP21,chr10,24583609,24723887,-1,0,184,0,1,0,0.94,128,6,108,2,3,0,52.16127234042553
ENSG00000099256,PRTFDC1,chr10,24848614,24952606,-1,0,56,0,1,0,0.95,121,3,107,1,4,0,63.758823809523804
ENSG00000151023,ENKUR,chr10,24981979,25062279,-1,0,168,0,1,0,0.86,69,3,46,6,1,0,67.07681219512196
ENSG00000185875,THNSL1,chr10,25016612,25026664,1,0,21,0,1,0,0.86,14,1,11,0,1,0,67.00646363636365
ENSG00000151025,GPR158,chr10,25174802,25602229,1,0,115,0,1,0,0.8,223,3,120,22,0,0,65.57769953271028
ENSG00000095777,MYO3A,chr10,25934214,26212533,1,0,119,0,2,0,0.8,111,2,43,12,0,0,34.059728928571424
ENSG00000136750,GAD2,chr10,26216665,26304558,1,0,561,0,1,0,0.83,69,3,48,3,0,0,29.94214719101124
ENSG00000077420,APBB1IP,chr10,26438341,26568449,1,0,234,0,2,0,0.905,135,1,130,0,10,0,38.0018465648855
ENSG00000148459,PDSS1,chr10,26697669,26746798,1,0,241,0,1,0,0.99,55,2,51,0,3,0,47.110181999999995
ENSG00000136754,ABI1,chr10,26745942,26861094,-1,3,198,1,1,0,0.89,98,2,90,1,1,0,52.98709741379311
ENSG00000107890,ANKRD26,chr10,26973793,27100517,-1,0,146,0,1,0,0.96,55,1,34,2,2,0,61.34409375
ENSG00000136758,YME1L1,chr10,27110088,27155266,-1,0,123,0,2,0,1.03,25,3,17,0,1,0,63.058049999999994
ENSG00000120539,MASTL,chr10,27154425,27187953,1,0,96,0,2,0,1.03,14,3,9,1,1,0,62.56182571428572
ENSG00000107897,ACBD5,chr10,27168135,27243046,-1,0,111,0,2,0,1.0,47,5,36,1,1,0,61.74689473684211
ENSG00000182077,PTCHD3,chr10,27397121,27414368,-1,0,66,0,1,0,0.69,5,1,0,1,0,0,59.77232222222223
ENSG00000099246,RAB18,chr10,27504174,27545117,1,0,214,0,1,0,0.84,44,2,39,1,2,0,58.535128571428565
ENSG00000150051,MKX,chr10,27672874,27746060,-1,0,102,0,1,0,0.84,78,2,65,1,0,0,50.619952702702705
ENSG00000169126,ODAD2,chr10,27775186,27999532,-1,0,184,0,1,0,0.83,128,3,63,6,0,0,42.96960973451327
ENSG00000150054,MPP7,chr10,28050993,28335290,-1,0,123,0,1,0,0.93,248,4,204,11,4,0,35.15575508771931
ENSG00000095787,WAC,chr10,28532493,28623112,1,0,129,0,1,0,1.07,92,6,79,1,2,0,53.30003152173913
ENSG00000095739,BAMBI,chr10,28677510,28682932,1,0,202,0,1,0,0.93,17,1,16,0,0,0,59.14589999999999
ENSG00000120563,LYZL1,chr10,29289061,29318328,1,0,127,0,0,91105,,30,0,18,2,0,0,65.43032666666666
ENSG00000197321,SVIL,chr10,29457332,29737123,-1,0,163,0,1,0,0.87,360,4,344,0,5,0,52.48192846975089
ENSG00000165757,JCAD,chr10,30012803,30115494,-1,0,164,0,1,0,0.84,135,1,117,4,0,0,39.06511067961164
ENSG00000107951,MTPAP,chr10,30309801,30374448,-1,0,319,0,1,0,1.03,55,6,31,6,1,0,48.780067692307696
ENSG00000107968,MAP3K8,chr10,30433473,30461833,1,0,410,0,1,0,0.83,42,3,38,0,3,0,51.76895666666667
ENSG00000151033,LYZL2,chr10,30611779,30629762,-1,0,133,0,0,155144,,14,0,8,1,0,0,63.18877894736843
ENSG00000183621,ZNF438,chr10,30820207,31032110,-1,0,78,0,1,0,0.8,247,4,217,4,2,0,61.996962441314565
ENSG00000148516,ZEB1,chr10,31318495,31529814,1,0,1872,0,1,0,0.96,153,3,116,7,1,0,40.42950140845071
ENSG00000165322,ARHGAP12,chr10,31805398,31928876,-1,0,51,0,2,0,0.82,98,2,80,2,1,0,52.484175199999996
ENSG00000170759,KIF5B,chr10,32009014,32056454,-1,0,281,0,1,0,0.91,42,1,39,1,1,0,63.59034583333334
ENSG00000120616,EPC1,chr10,32267751,32378798,-1,0,93,0,1,0,0.93,117,5,109,0,7,0,70.01744464285714
ENSG00000216937,CCDC7,chr10,32446140,32882874,1,0,49,0,0,74469,,116,1,37,13,1,0,60.78486118721461
ENSG00000150093,ITGB1,chr10,32887273,33005792,-1,0,621,0,2,0,0.85,159,9,136,4,4,0,58.7054325
ENSG00000099250,NRP1,chr10,33177492,33336262,-1,0,769,0,1,0,0.75,224,6,214,0,1,0,69.39325125
ENSG00000148498,PARD3,chr10,34109560,34815419,-1,0,359,0,1,0,0.97,789,4,644,31,0,0,47.8818297450425
ENSG00000108094,CUL2,chr10,35008504,35127006,-1,0,137,0,2,0,1.05,87,5,55,5,2,0,65.32690588235295
ENSG00000095794,CREM,chr10,35126791,35212958,1,0,319,0,1,0,1.22,93,8,75,3,6,0,68.41180344827586
ENSG00000108100,CCNY,chr10,35247025,35572669,1,0,94,0,1,0,1.2,375,4,328,8,4,0,69.88089388379204
ENSG00000177291,GJD4,chr10,35605341,35608935,1,0,24,0,1,0,0.85,8,3,5,0,0,0,69.38622000000001
ENSG00000177283,FZD8,chr10,35638247,35642296,-1,0,138,0,1,0,0.97,12,3,9,0,0,0,68.54362
ENSG00000148513,ANKRD30A,chr10,37125598,37232567,1,0,77,0,1,0,0.71,31,1,23,0,0,0,25.363762962962962
ENSG00000198105,ZNF248,chr10,37776526,37858107,-1,0,45,0,2,0,0.905,37,4,13,0,1,0,23.15671585365854
ENSG00000175395,ZNF25,chr10,37949573,37976647,-1,0,19,0,1,0,0.88,18,1,12,0,1,0,26.920871428571424
ENSG00000189180,ZNF33A,chr10,38010295,38065088,1,0,28,0,1,0,0.94,28,1,23,0,2,0,32.53041607142857
ENSG00000075407,ZNF37A,chr10,38094314,38150293,1,0,41,0,1,0,0.83,19,1,10,0,1,0,38.02198245614034
ENSG00000283930,PLD5P1,chr10,38094368,38360098,1,0,0,0,2,0,0.925,61,2,20,2,3,0,42.10811535580524
ENSG00000196693,ZNF33B,chr10,42574185,42638620,-1,0,21,0,1,0,0.85,35,3,17,1,1,0,30.222378787878785
ENSG00000165733,BMS1,chr10,42782783,42834937,1,0,473,0,1,0,0.9,31,1,21,1,1,0,34.60812264150943
ENSG00000165731,RET,chr10,43077026,43130351,1,5,1395,1,2,0,0.925,109,1,69,1,2,0,53.44516666666667
ENSG00000169826,CSGALNACT2,chr10,43137831,43185302,1,0,65,0,1,0,0.99,49,1,44,2,2,0,54.66474375000001
ENSG00000198915,RASGEF1A,chr10,43194533,43267082,-1,0,64,0,3,0,0.8833,153,2,132,5,1,0,52.5263
ENSG00000150201,FXYD4,chr10,43371635,43376335,1,0,65,0,0,8878,,8,0,8,0,0,0,50.49468
ENSG00000169813,HNRNPF,chr10,43385617,43409523,-1,0,81,0,2,0,0.97,55,5,49,0,3,0,50.389343999999994
ENSG00000243660,ZNF487,chr10,43436830,43483181,1,0,15,0,2,0,0.905,36,2,22,0,4,0,50.94328510638297
ENSG00000196793,ZNF239,chr10,43554516,43574623,-1,0,43,0,1,0,0.89,16,1,13,0,1,0,55.62506666666666
ENSG00000198298,ZNF485,chr10,43606413,43617904,1,0,33,0,1,0,0.74,12,1,8,0,1,0,58.04486923076923
ENSG00000169740,ZNF32,chr10,43643859,43649367,-1,0,71,0,1,0,0.92,8,2,6,0,1,0,60.0249
ENSG00000107562,CXCL12,chr10,44370165,44386493,-1,0,1206,0,1,0,0.9,25,1,24,0,0,0,45.961658823529405
ENSG00000187783,TMEM72,chr10,44911316,44937010,1,0,87,0,0,22337,,38,1,33,0,0,0,33.435125925925924
ENSG00000107551,RASSF4,chr10,44959407,44995891,1,0,98,0,3,0,0.7467,92,4,87,0,2,0,33.04201052631578
ENSG00000165507,DEPP1,chr10,44970981,44978809,-1,0,102,0,2,0,0.69,24,1,23,0,1,0,33.056233333333324
ENSG00000165512,ZNF22,chr10,45000293,45005329,1,0,63,0,1,0,1.28,8,1,5,0,1,0,32.889450000000004
ENSG00000256574,OR13A1,chr10,45302298,45315608,-1,0,15,0,0,57662,,9,0,1,2,0,0,40.65314666666666
ENSG00000012779,ALOX5,chr10,45374150,45446121,1,0,632,0,4,0,0.785,109,1,101,0,1,0,45.78517397260274
ENSG00000165406,MARCHF8,chr10,45454585,45594931,-1,0,164,0,1,0,1.01,131,1,102,8,2,0,49.49695177304964
ENSG00000172671,ZFAND4,chr10,45613375,45673047,-1,0,34,0,1,0,1.0,34,1,27,0,1,0,53.03303770491803
ENSG00000172661,WASHC2C,chr10,45727193,45792964,1,0,33,0,1,0,0.84,19,1,12,1,1,0,55.78799402985074
ENSG00000188234,AGAP4,chr10,45825594,45853875,-1,0,21,0,1,0,0.72,2,0,0,0,0,0,57.14358620689655
ENSG00000265354,TIMM23,chr10,45972486,46004338,1,0,62,0,1,0,0.92,24,1,22,0,2,0,58.05012727272728
ENSG00000266412,NCOA4,chr10,46005085,46030669,-1,0,335,0,2,0,0.815,44,5,37,0,2,0,58.190355555555556
ENSG00000263639,MSMB,chr10,46033307,46048180,-1,0,475,0,0,2557,,13,1,10,0,0,0,58.260974999999995
ENSG00000274209,ANTXRL,chr10,46286345,46330727,1,0,18,0,0,1202,,81,1,74,1,0,0,60.65786739130435
ENSG00000264230,ANXA8L1,chr10,46375587,46391784,1,0,21,0,0,16878,,6,1,2,1,0,0,45.42021176470588
ENSG00000204174,NPY4R,chr10,46457895,46465958,-1,0,297,0,0,75248,,2,0,1,0,0,0,40.73016666666667
ENSG00000204175,GPRIN2,chr10,46541736,46557569,-1,0,44,0,1,0,0.87,44,2,42,0,0,0,43.032664705882354
ENSG00000204176,SYT15,chr10,46578217,46594173,1,0,23,0,1,0,0.84,4,2,1,0,0,0,38.73968823529412
ENSG00000204179,PTPN20,chr10,46911396,47002488,1,0,75,0,1,0,0.79,21,1,11,4,0,0,41.27288586956522
ENSG00000266524,GDF10,chr10,47300171,47313577,1,0,508,0,2,0,0.885,22,1,21,0,2,0,38.12842666666667
ENSG00000263761,GDF2,chr10,47322454,47327588,1,0,291,0,1,0,0.92,9,1,6,0,0,0,38.40242857142857
ENSG00000265203,RBP3,chr10,47348363,47357881,1,0,161,0,1,0,0.79,14,1,6,1,0,0,35.51761818181818
ENSG00000265763,ZNF488,chr10,47356520,47384325,-1,0,34,0,2,0,0.7,54,2,44,2,0,0,31.90427500000001
ENSG00000265190,ANXA8,chr10,47460162,47484175,-1,0,84,0,1,0,0.85,17,1,9,2,0,0,16.873888
ENSG00000189090,FAM25G,chr10,47487219,47491700,-1,0,1,0,0,25537,,0,0,0,0,0,0,19.080566666666666
ENSG00000204172,AGAP9,chr10,47501854,47523638,-1,0,43,0,0,29561,,3,0,1,0,0,0,24.659247826086954
ENSG00000277758,SYT15B,chr10,47744717,47763592,-1,0,6,0,1,0,0.84,5,0,4,0,0,0,21.615730000000003
ENSG00000264717,NPY4R2,chr10,47918662,47925736,1,0,287,0,0,154913,,2,0,0,0,0,0,57.2063
ENSG00000276430,FAM25C,chr10,47995322,47999791,-1,0,8,0,0,140303,,0,0,0,0,0,0,74.56696666666666
ENSG00000170324,FRMPD2,chr10,48153088,48274696,-1,0,37,0,0,12455,,100,1,62,9,0,0,24.730051219512195
ENSG00000107643,MAPK8,chr10,48306639,48439360,1,0,1254,0,1,0,1.02,128,2,96,6,1,0,45.65033233082706
ENSG00000128805,ARHGAP22,chr10,48446036,48656265,-1,0,92,0,6,0,0.805,323,8,280,4,0,0,41.473801895734596
ENSG00000128815,WDFY4,chr10,48684873,48982959,1,0,141,0,0,28317,,290,3,208,27,0,0,50.060048829431445
ENSG00000165383,LRRC18,chr10,48909480,48939840,-1,0,18,0,0,175299,,22,1,9,5,0,0,47.749503125
ENSG00000165633,VSTM4,chr10,49014236,49115522,-1,0,42,0,1,0,1.01,122,1,91,7,0,0,8.289498543689321
ENSG00000172538,FAM170B,chr10,49131154,49134021,-1,0,17,0,1,0,0.65,6,0,4,0,0,0,6.137335
ENSG00000204161,TMEM273,chr10,49154725,49188585,-1,0,57,0,0,22592,,70,1,64,0,2,0,17.63020571428571
ENSG00000177354,C10orf71,chr10,49299165,49327492,1,0,259,0,1,0,0.76,44,2,38,0,1,0,51.782300000000006
ENSG00000165606,DRGX,chr10,49364065,49398484,-1,0,45,0,1,0,0.75,45,1,27,8,0,0,55.45192571428572
ENSG00000225830,ERCC6,chr10,49454168,49539538,-1,0,319,0,1,0,0.92,69,2,43,6,1,0,60.41356206896552
ENSG00000070748,CHAT,chr10,49609095,49667942,1,0,484,0,4,0,0.8075,74,5,56,2,0,0,64.79785666666666
ENSG00000187714,SLC18A3,chr10,49610310,49612720,1,0,232,0,1,0,0.91,7,1,6,0,0,0,63.826175
ENSG00000178645,C10orf53,chr10,49679651,49710261,1,0,11,0,1,0,0.9,22,1,6,2,0,0,66.18933548387096
ENSG00000197444,OGDHL,chr10,49734641,49762392,-1,0,240,0,1,0,0.85,41,1,24,3,0,0,65.59009642857143
ENSG00000227345,PARG,chr10,49815137,49970203,-1,0,144,0,1,0,0.92,68,2,48,5,1,0,58.284621794871796
ENSG00000204152,TIMM23B,chr10,49942049,49977625,1,0,20,0,1,0,0.92,15,2,9,2,1,0,55.94651891891891
ENSG00000178440,TIMM23B-AGAP6,chr10,49942056,50011654,1,0,0,0,1,0,0.92,21,2,11,2,1,0,55.76265277777778
ENSG00000204149,AGAP6,chr10,49982190,50011654,1,0,14,0,0,13180,,5,0,2,0,0,0,55.557834375
ENSG00000099290,WASHC2A,chr10,50067881,50133510,1,0,11,0,1,0,0.77,22,1,16,1,1,0,56.23230149253732
ENSG00000188611,ASAH2,chr10,50182778,50279720,-1,0,90,0,0,29603,,58,1,20,12,0,0,64.06962551020408
ENSG00000198964,SGMS1,chr10,50305586,50625187,-1,0,309,0,2,0,0.925,411,4,376,9,5,0,68.23514750000001
ENSG00000204147,ASAH2B,chr10,50739318,50816495,1,0,22,0,1,0,0.94,34,2,17,5,1,0,55.28315384615385
