gene_id,gene_name,chrom,start,end,strand,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,tcell_h3k27ac_count,tcell_atac_count,replication_timing
ENSG00000166159,LRTM2,chr12,1820267,1836753,1,0.0,31.0,0.0,0,22668,,38,2,36,0,0,0,76.3467611111111
ENSG00000151065,DCP1B,chr12,1946052,2004535,-1,0.0,76.0,0.0,1,0,0.85,58,3,54,0,2,0,69.9615516666667
ENSG00000151067,CACNA1C,chr12,1970772,2697950,1,0.0,1250.0,0.0,6,0,0.8467,929,10,807,20,4,0,54.71993131868132
ENSG00000004478,FKBP4,chr12,2794290,2805423,1,0.0,673.0,0.0,1,0,0.95,21,3,17,0,2,0,63.941091666666665
ENSG00000111203,ITFG2,chr12,2812622,2859791,1,0.0,286.0,0.0,1,0,0.98,58,4,49,0,1,0,64.96815208333334
ENSG00000053702,NRIP2,chr12,2825348,2835544,-1,0.0,30.0,0.0,0,12387,,13,2,11,0,0,0,64.83788333333332
ENSG00000283297,TEX52,chr12,2849046,2857039,-1,0.0,6.0,0.0,0,19773,,13,0,10,0,0,0,65.35727777777778
ENSG00000111206,FOXM1,chr12,2857676,2877174,-1,0.0,607.0,0.0,1,0,0.85,15,1,14,0,1,0,65.65563999999999
ENSG00000171792,RHNO1,chr12,2876258,2889524,1,0.0,39.0,0.0,1,0,0.85,21,2,15,0,1,0,65.96483333333332
ENSG00000078246,TULP3,chr12,2877223,2941138,1,0.0,255.0,0.0,2,0,0.87,68,3,59,0,2,0,66.5534353846154
ENSG00000197905,TEAD4,chr12,2959330,3040676,1,0.0,174.0,0.0,1,0,1.09,119,4,112,0,0,0,69.59967228915663
ENSG00000011105,TSPAN9,chr12,3077355,3286564,1,0.0,118.0,0.0,2,0,0.965,376,3,356,5,0,0,68.23609431279621
ENSG00000111218,PRMT8,chr12,3381349,3593977,1,0.0,186.0,0.0,1,0,0.73,167,3,99,19,0,0,51.08383364485981
ENSG00000130038,CRACR2A,chr12,3606633,3764819,-1,0.0,88.0,0.0,1,0,0.82,167,3,141,5,3,0,46.25404213836478
ENSG00000111224,PARP11,chr12,3791047,3873448,-1,0.0,194.0,0.0,2,0,1.055,69,4,55,5,1,0,47.70336024096386
ENSG00000118971,CCND2,chr12,4269771,4306933,1,1.0,773.0,1.0,1,0,0.73,80,2,76,0,3,0,55.98560000000001
ENSG00000285901,,chr12,4273762,4405490,1,0.0,0.0,0.0,4,0,0.8325,135,6,108,4,4,0,57.09038257575758
ENSG00000078237,TIGAR,chr12,4307763,4360028,1,0.0,192.0,0.0,2,0,0.895,35,2,28,0,1,0,57.08281132075471
ENSG00000118972,FGF23,chr12,4368227,4379712,-1,0.0,913.0,0.0,1,0,0.81,11,1,7,1,0,0,57.73533076923078
ENSG00000111241,FGF6,chr12,4428155,4445815,-1,0.0,66.0,0.0,1,0,0.7,29,1,27,1,0,0,58.73738947368422
ENSG00000047621,FERRY3,chr12,4487735,4538519,-1,0.0,53.0,0.0,0,159,,30,1,23,1,4,0,58.83286346153846
ENSG00000111247,RAD51AP1,chr12,4538798,4560254,1,0.0,127.0,0.0,1,0,1.06,17,2,12,0,1,0,58.41131818181817
ENSG00000010219,DYRK4,chr12,4562208,4615302,1,0.0,39.0,0.0,1,0,1.04,42,3,32,5,1,0,57.95162222222221
ENSG00000272921,,chr12,4604944,4662643,1,0.0,0.0,0.0,1,0,1.09,32,2,21,1,2,0,57.669716949152544
ENSG00000111254,AKAP3,chr12,4613383,4649072,-1,0.0,156.0,0.0,1,0,1.09,17,1,10,1,1,0,57.67770540540539
ENSG00000139180,NDUFA9,chr12,4649095,4694317,1,0.0,214.0,0.0,1,0,1.09,22,1,14,1,1,0,57.522823913043496
ENSG00000255639,,chr12,4649101,4774184,1,0.0,2.0,0.0,1,0,1.09,82,3,49,6,1,0,57.16655000000001
ENSG00000130035,GALNT8,chr12,4720267,4851927,1,0.0,46.0,0.0,1,0,0.87,114,4,82,9,3,0,55.96466691729323
ENSG00000151079,KCNA6,chr12,4809334,4813318,1,0.0,105.0,0.0,1,0,0.87,6,1,5,0,0,0,55.4859
ENSG00000111262,KCNA1,chr12,4909905,4918256,1,0.0,679.0,0.0,1,0,0.77,17,3,7,2,0,0,51.725455555555556
ENSG00000130037,KCNA5,chr12,5043879,5046788,1,0.0,224.0,0.0,1,0,0.8,8,1,7,0,0,0,45.210674999999995
ENSG00000185652,NTF3,chr12,5432108,5521536,1,0.0,758.0,0.0,2,0,0.865,109,1,88,5,0,0,38.655145054945066
ENSG00000047617,ANO2,chr12,5531869,5946232,-1,0.0,86.0,0.0,2,0,0.885,368,2,217,30,0,0,41.10599108433735
ENSG00000110799,VWF,chr12,5948877,6124770,-1,0.0,1323.0,0.0,2,0,0.845,195,2,151,11,0,0,51.50777909604519
ENSG00000010278,CD9,chr12,6199715,6238271,1,0.0,845.0,0.0,1,0,0.74,79,7,71,0,0,0,66.8316564102564
ENSG00000008323,PLEKHG6,chr12,6310225,6328934,1,0.0,55.0,0.0,1,0,0.78,49,4,45,0,1,0,72.63698
ENSG00000067182,TNFRSF1A,chr12,6328757,6342114,-1,0.0,1151.0,0.0,1,0,0.94,34,1,33,0,2,0,73.48174285714285
ENSG00000111319,SCNN1A,chr12,6346843,6383917,-1,0.0,179.0,0.0,2,0,0.72,66,6,58,0,1,0,75.03038421052631
ENSG00000111321,LTBR,chr12,6375045,6391571,1,0.0,463.0,0.0,1,0,0.68,31,5,24,0,0,0,75.95561666666667
ENSG00000139193,CD27,chr12,6444941,6451718,1,0.0,664.0,0.0,0,18671,,14,2,12,0,2,0,79.15043750000001
ENSG00000139192,TAPBPL,chr12,6451690,6466517,1,0.0,42.0,0.0,0,3872,,32,3,29,0,3,0,79.64287499999999
ENSG00000139190,VAMP1,chr12,6462237,6470677,-1,0.0,82.0,0.0,1,0,0.84,21,2,19,0,3,0,79.94521
ENSG00000111639,MRPL51,chr12,6491886,6493846,-1,0.0,47.0,0.0,1,0,0.87,5,4,1,0,1,0,80.9243
ENSG00000010292,NCAPD2,chr12,6493356,6531970,1,0.0,105.0,0.0,2,0,0.995,30,3,25,0,2,0,81.3488475
ENSG00000111640,GAPDH,chr12,6534012,6538930,1,0.0,889.0,0.0,1,0,0.8,16,6,10,0,2,0,81.60826666666667
ENSG00000010295,IFFO1,chr12,6538961,6556102,-1,0.0,30.0,0.0,3,0,0.81,41,3,37,0,3,0,81.55944444444444
ENSG00000111641,NOP2,chr12,6556863,6568691,-1,0.0,241.0,0.0,1,0,0.91,16,2,14,0,1,0,81.36476923076924
ENSG00000285238,,chr12,6556886,6607367,-1,0.0,0.0,0.0,2,0,0.8,67,7,58,0,3,0,80.8698431372549
ENSG00000111642,CHD4,chr12,6570081,6614982,-1,1.0,475.0,1.0,1,0,0.69,67,6,59,0,3,0,80.56777608695651
ENSG00000184574,LPAR5,chr12,6618835,6636444,-1,0.0,113.0,0.0,1,0,0.95,25,2,23,0,2,0,79.40845555555556
ENSG00000111644,ACRBP,chr12,6638075,6647433,-1,0.0,204.0,0.0,1,0,0.78,16,1,15,0,0,0,78.99671000000001
ENSG00000111653,ING4,chr12,6650300,6663148,-1,0.0,130.0,0.0,1,0,1.09,8,1,7,0,1,0,78.74417857142858
ENSG00000126746,ZNF384,chr12,6666477,6689572,-1,0.0,425.0,0.0,1,0,0.84,17,1,13,1,1,0,78.65984399999999
ENSG00000139200,PIANP,chr12,6693791,6700848,-1,0.0,27.0,0.0,1,0,0.89,17,2,15,0,0,0,78.8846875
ENSG00000111652,COPS7A,chr12,6724014,6731875,1,0.0,39.0,0.0,1,0,0.92,7,1,4,0,1,0,79.85996666666666
ENSG00000089693,MLF2,chr12,6747986,6768932,-1,0.0,57.0,0.0,4,0,0.775,43,4,34,0,1,0,81.24565454545456
ENSG00000159335,PTMS,chr12,6765516,6770952,1,0.0,64.0,0.0,1,0,0.93,14,2,12,0,0,0,81.70536666666666
ENSG00000089692,LAG3,chr12,6772360,6778455,1,0.0,599.0,0.0,1,0,0.88,16,1,15,0,1,0,81.98811428571427
ENSG00000010610,CD4,chr12,6786858,6820807,1,0.0,2905.0,0.0,0,3303,,47,2,37,3,2,0,82.97380000000001
ENSG00000250510,GPR162,chr12,6821624,6829972,1,0.0,187.0,0.0,2,0,0.86,28,2,26,0,0,0,83.41532222222222
ENSG00000110811,P3H3,chr12,6828381,6839854,1,0.0,107.0,0.0,1,0,0.95,26,1,25,0,0,0,83.47136923076923
ENSG00000111664,GNB3,chr12,6839954,6847393,1,0.0,202.0,0.0,0,4448,,15,1,14,0,0,0,83.48105
ENSG00000111665,CDCA3,chr12,6844793,6851318,-1,0.0,152.0,0.0,0,523,,13,1,12,0,1,0,83.46091428571428
ENSG00000111667,USP5,chr12,6852122,6866632,1,0.0,141.0,0.0,1,0,0.94,20,1,17,0,1,0,83.33778125
ENSG00000111669,TPI1,chr12,6867119,6870948,1,0.0,585.0,0.0,1,0,0.94,10,2,8,0,1,0,83.18260000000001
ENSG00000111671,SPSB2,chr12,6870934,6889358,-1,0.0,80.0,0.0,1,0,0.8,31,2,26,0,1,0,82.92851578947368
ENSG00000010626,LRRC23,chr12,6873569,6914241,1,0.0,546.0,0.0,3,0,0.91,57,5,44,1,5,0,82.52650731707317
ENSG00000111674,ENO2,chr12,6913745,6923707,1,0.0,1105.0,0.0,1,0,0.94,17,4,13,0,1,0,81.73949999999999
ENSG00000111676,ATN1,chr12,6924463,6942322,1,0.0,634.0,0.0,2,0,0.745,47,2,44,0,3,0,81.28456315789474
ENSG00000111678,C12orf57,chr12,6942938,6946003,1,0.0,79.0,0.0,1,0,0.86,10,3,7,0,1,0,80.928775
ENSG00000111679,PTPN6,chr12,6946417,6961316,1,0.0,818.0,0.0,0,1653,,39,3,35,0,5,0,80.6783125
ENSG00000215021,PHB2,chr12,6965327,6970841,-1,0.0,473.0,0.0,1,0,0.83,15,1,14,0,1,0,80.32379999999999
ENSG00000126749,EMG1,chr12,6970805,6979936,1,0.0,77.0,0.0,1,0,0.83,18,2,14,0,1,0,80.17456999999999
ENSG00000290146,,chr12,6970921,6997428,1,0.0,0.0,0.0,1,0,0.83,32,3,24,0,1,0,80.04376296296296
ENSG00000111684,LPCAT3,chr12,6976176,7018538,-1,0.0,198.0,0.0,1,0,0.9,46,2,40,0,1,0,79.901825
ENSG00000182326,C1S,chr12,6988259,7071281,1,0.0,336.0,0.0,1,0,0.9,80,3,54,6,1,0,79.83218928571429
ENSG00000159403,C1R,chr12,7080213,7092540,-1,0.0,210.0,0.0,0,61161,,14,2,12,0,0,0,79.87620714285713
ENSG00000139178,C1RL,chr12,7089587,7109245,-1,0.0,153.0,0.0,0,70535,,36,5,30,0,1,0,79.760405
ENSG00000139194,RBP5,chr12,7115736,7128889,-1,0.0,38.0,0.0,0,60589,,16,1,12,2,1,0,79.32695714285715
ENSG00000139182,CLSTN3,chr12,7128077,7158945,1,0.0,163.0,0.0,0,30533,,52,6,41,0,1,0,78.59775625
ENSG00000139197,PEX5,chr12,7188653,7218574,1,0.0,102.0,0.0,1,0,0.69,27,5,15,4,1,0,75.27484516129032
ENSG00000215009,ACSM4,chr12,7304072,7328719,1,0.0,18.0,0.0,0,111091,,11,0,4,3,0,0,70.63071153846154
ENSG00000177675,CD163L1,chr12,7346685,7479897,-1,0.0,67.0,0.0,1,0,1.05,51,3,15,8,0,0,69.38119179104477
ENSG00000177575,CD163,chr12,7470811,7503910,-1,0.0,1137.0,0.0,0,30377,,22,2,18,0,0,0,68.19794999999999
ENSG00000111701,APOBEC1,chr12,7649400,7665908,-1,0.0,297.0,0.0,0,20748,,10,1,6,0,0,0,60.81933333333333
ENSG00000184344,GDF3,chr12,7689784,7695775,-1,0.0,89.0,0.0,0,10128,,6,1,4,0,0,0,60.85372857142857
ENSG00000187569,DPPA3,chr12,7711402,7717561,1,0.0,67.0,0.0,0,5213,,4,1,1,1,0,0,61.444625
ENSG00000198178,CLEC4C,chr12,7724646,7751620,-1,0.0,323.0,0.0,0,18457,,19,3,11,0,0,0,62.47190357142858
ENSG00000205857,NANOGNB,chr12,7765216,7774121,1,0.0,10.0,0.0,0,59027,,10,0,0,5,0,0,64.05132
ENSG00000111704,NANOG,chr12,7787794,7799146,1,0.0,444.0,0.0,0,73622,,13,1,12,0,0,0,65.27775000000001
ENSG00000173262,SLC2A14,chr12,7812512,7891148,-1,0.0,61.0,0.0,1,0,0.92,90,7,72,2,0,0,67.81143544303798
ENSG00000059804,SLC2A3,chr12,7919230,8019007,-1,0.0,387.0,0.0,2,0,0.86,134,3,117,3,5,0,75.18077524752475
ENSG00000065970,FOXJ2,chr12,8032698,8055522,1,0.0,81.0,0.0,1,0,1.09,31,3,25,2,1,0,79.86533333333334
ENSG00000171860,C3AR1,chr12,8056844,8066374,-1,0.0,525.0,0.0,0,15719,,10,1,8,0,1,0,80.19005999999999
ENSG00000089818,NECAP1,chr12,8076939,8097881,1,0.0,34.0,0.0,1,0,1.25,26,2,22,0,2,0,80.09528181818183
ENSG00000111729,CLEC4A,chr12,8123617,8138607,1,0.0,260.0,0.0,0,41193,,11,2,3,2,0,0,79.11351249999998
ENSG00000284393,,chr12,8138140,8175320,1,0.0,0.0,0.0,0,4872,,20,0,13,2,0,0,78.54174736842106
ENSG00000196946,ZNF705A,chr12,8157015,8188537,1,0.0,3.0,0.0,1,0,0.78,17,1,9,1,1,0,78.23799393939393
ENSG00000171847,FAM90A1,chr12,8221260,8227621,-1,0.0,27.0,0.0,1,0,0.95,5,1,2,1,0,0,77.6438125
ENSG00000205846,CLEC6A,chr12,8455962,8478330,1,0.0,158.0,0.0,0,48747,,17,1,8,0,0,0,62.39936086956522
ENSG00000166527,CLEC4D,chr12,8509475,8522366,1,0.0,478.0,0.0,0,82788,,8,1,5,1,0,0,60.75174285714286
ENSG00000166523,CLEC4E,chr12,8533305,8540905,-1,0.0,353.0,0.0,0,64249,,5,0,5,0,0,0,60.35366666666667
ENSG00000111732,AICDA,chr12,8602155,8613242,-1,0.0,822.0,0.0,1,0,0.85,15,2,12,0,0,0,59.67845833333333
ENSG00000197614,MFAP5,chr12,8637346,8672519,-1,0.0,179.0,0.0,0,24937,,40,2,35,0,1,0,59.51697567567569
ENSG00000166532,RIMKLB,chr12,8681483,8783095,1,0.0,192.0,0.0,1,0,1.16,85,2,75,2,1,0,59.95853495145632
ENSG00000166535,A2ML1,chr12,8822621,8887001,1,0.0,126.0,0.0,0,27349,,56,3,37,5,0,0,60.820107692307694
ENSG00000111752,PHC1,chr12,8913827,8942938,1,0.0,197.0,0.0,1,0,0.83,22,4,13,0,2,0,63.29279333333333
ENSG00000003056,M6PR,chr12,8940358,8951856,-1,0.0,84.0,0.0,1,0,0.87,17,2,15,0,1,0,64.09826923076923
ENSG00000139187,KLRG1,chr12,8950044,9010760,1,0.0,225.0,0.0,1,0,0.87,43,2,38,1,3,0,65.19228870967741
ENSG00000175899,A2M,chr12,9067664,9116229,-1,0.0,533.0,0.0,0,2545,,56,1,21,2,0,0,63.00646938775509
ENSG00000126838,PZP,chr12,9148840,9208399,-1,0.0,138.0,0.0,0,31464,,25,1,12,1,0,0,60.569264999999994
ENSG00000111796,KLRB1,chr12,9594551,9607916,-1,0.0,453.0,0.0,0,24486,,9,1,8,0,1,0,61.553642857142854
ENSG00000069493,CLEC2D,chr12,9664969,9699553,1,0.0,281.0,0.0,0,16713,,45,2,43,0,3,0,62.031730555555555
ENSG00000110848,CD69,chr12,9752486,9760901,-1,0.0,762.0,0.0,0,104230,,17,1,16,0,1,0,69.68616
ENSG00000150045,KLRF1,chr12,9827481,9845007,1,0.0,154.0,0.0,0,179225,,11,2,8,0,0,0,73.22014736842104
ENSG00000110852,CLEC2B,chr12,9852369,9870635,-1,0.0,90.0,0.0,0,204113,,22,3,19,0,2,0,72.29199000000001
ENSG00000256797,KLRF2,chr12,9881489,9895833,1,0.0,18.0,0.0,0,215643,,10,1,4,0,0,0,70.80976874999999
ENSG00000188393,CLEC2A,chr12,9898673,9932370,-1,0.0,27.0,0.0,0,179106,,21,1,15,1,0,0,69.38413823529413
ENSG00000172322,CLEC12A,chr12,9951316,9995694,1,0.0,169.0,0.0,0,115782,,30,2,22,2,0,0,68.30237826086956
ENSG00000165682,CLEC1B,chr12,9985642,10013424,-1,0.0,246.0,0.0,0,98052,,13,1,8,1,0,0,68.56872068965517
ENSG00000256660,CLEC12B,chr12,10010627,10018796,1,0.0,23.0,0.0,0,92680,,7,1,6,0,0,0,68.77614444444445
ENSG00000197992,CLEC9A,chr12,10030678,10066031,1,0.0,99.0,0.0,0,45445,,22,1,19,1,0,0,68.63098055555557
ENSG00000150048,CLEC1A,chr12,10069554,10111627,-1,0.0,50.0,0.0,1,0,0.96,37,2,28,0,0,0,66.4527511627907
ENSG00000172243,CLEC7A,chr12,10116777,10130258,-1,0.0,443.0,0.0,0,4938,,11,1,9,0,0,0,63.30700714285715
ENSG00000173391,OLR1,chr12,10158301,10172138,-1,0.0,421.0,0.0,0,40632,,17,4,13,0,0,0,58.513659999999994
ENSG00000165685,TMEM52B,chr12,10170512,10191807,1,0.0,35.0,0.0,0,20963,,24,4,20,0,0,0,56.8546909090909
ENSG00000139112,GABARAPL1,chr12,10212458,10223128,1,0.0,206.0,0.0,1,0,0.83,15,4,11,0,1,0,54.317708333333336
ENSG00000134539,KLRD1,chr12,10226058,10329608,1,0.0,317.0,0.0,0,12592,,71,2,64,1,0,0,54.044173333333326
ENSG00000213809,KLRK1,chr12,10372353,10391874,-1,0.0,626.0,0.0,0,158887,,20,2,18,0,0,0,54.96595238095239
ENSG00000255819,KLRC4-KLRK1,chr12,10372353,10410146,-1,0.0,146.0,0.0,0,158887,,39,3,36,0,0,0,54.79998205128206
ENSG00000183542,KLRC4,chr12,10403059,10409757,-1,0.0,136.0,0.0,0,189593,,4,1,3,0,0,0,54.493174999999994
ENSG00000255641,,chr12,10412312,10436001,-1,0.0,0.0,0.0,0,177355,,10,2,7,0,0,0,54.032616000000004
ENSG00000205810,KLRC3,chr12,10412315,10420595,-1,0.0,62.0,0.0,0,192761,,4,1,3,0,0,0,54.239160000000005
ENSG00000205809,KLRC2,chr12,10426854,10442300,-1,0.0,169.0,0.0,0,171056,,7,1,4,0,0,0,53.737925000000004
ENSG00000134545,KLRC1,chr12,10442264,10454685,-1,0.0,391.0,0.0,0,158671,,7,2,5,0,0,0,53.3326
ENSG00000180574,EIF2S3B,chr12,10505602,10523135,1,0.0,6.0,0.0,0,90221,,5,1,3,1,0,0,51.81362777777778
ENSG00000111196,MAGOHB,chr12,10604190,10613609,-1,0.0,43.0,0.0,1,0,1.1,8,1,5,0,1,0,51.46750909090909
ENSG00000060140,STYK1,chr12,10618919,10674318,-1,0.0,99.0,0.0,1,0,0.8,47,1,45,0,0,0,51.622096428571425
ENSG00000060138,YBX3,chr12,10699077,10723388,-1,0.0,311.0,0.0,1,0,1.01,31,2,28,0,0,0,52.22696
ENSG00000121377,TAS2R7,chr12,10801532,10802627,-1,0.0,12.0,0.0,0,77951,,2,1,1,0,0,0,54.279799999999994
ENSG00000121314,TAS2R8,chr12,10806051,10807286,-1,0.0,10.0,0.0,0,82470,,1,0,0,1,0,0,54.361599999999996
ENSG00000121381,TAS2R9,chr12,10809094,10810168,-1,0.0,7.0,0.0,0,85513,,1,0,0,0,0,0,54.419200000000004
ENSG00000231887,PRH1,chr12,10824960,11171608,-1,0.0,1132.0,0.0,1,0,0.94,162,3,75,19,1,0,51.37187988505747
ENSG00000121318,TAS2R10,chr12,10825219,10826358,-1,0.0,56.0,0.0,0,101638,,1,0,0,1,0,0,54.66285
ENSG00000111215,PRR4,chr12,10845849,11171600,-1,0.0,51.0,0.0,1,0,0.94,156,3,74,18,1,0,51.15561039755351
ENSG00000275778,,chr12,10845849,11171598,-1,0.0,0.0,0.0,1,0,0.94,156,3,74,18,1,0,51.15561039755351
ENSG00000212128,TAS2R13,chr12,10907926,10909562,-1,0.0,136.0,0.0,0,184345,,1,0,0,0,0,0,53.69306666666666
ENSG00000134551,PRH2,chr12,10929236,10934845,1,0.0,1624.0,0.0,0,205655,,1,0,0,1,0,0,52.91947142857142
ENSG00000212127,TAS2R14,chr12,10937408,11171573,-1,0.0,134.0,0.0,1,0,0.94,115,3,56,15,1,0,50.03493940677966
ENSG00000212126,TAS2R50,chr12,10985913,10986912,-1,0.0,12.0,0.0,0,184260,,1,0,0,0,0,0,51.36305
ENSG00000255837,TAS2R20,chr12,10995961,10998304,-1,0.0,19.0,0.0,0,172868,,0,0,0,0,0,0,51.1668
ENSG00000212124,TAS2R19,chr12,11021619,11022620,-1,0.0,13.0,0.0,0,148552,,2,0,1,0,0,0,50.8094
ENSG00000256436,TAS2R31,chr12,11030387,11031407,-1,0.0,14.0,0.0,0,139765,,0,0,0,0,0,0,50.71655
ENSG00000226761,TAS2R46,chr12,11061365,11062294,-1,0.0,22.0,0.0,0,108878,,0,0,0,0,0,0,50.2993
ENSG00000255374,TAS2R43,chr12,11091287,11092313,-1,0.0,18.0,0.0,0,78859,,1,0,1,0,0,0,49.60535
ENSG00000256188,TAS2R30,chr12,11132958,11134644,-1,0.0,10.0,0.0,0,36528,,3,0,3,0,0,0,48.05016666666666
ENSG00000256537,SMIM10L1,chr12,11171194,11176016,1,0.0,7.0,0.0,1,0,0.94,6,2,4,0,1,0,46.59796666666667
ENSG00000186136,TAS2R42,chr12,11185993,11186937,-1,0.0,16.0,0.0,0,14261,,0,0,0,0,0,0,46.29315
ENSG00000197870,PRB3,chr12,11265914,11269707,-1,0.0,249.0,0.0,0,94182,,1,0,1,0,0,0,47.61785999999999
ENSG00000230657,PRB4,chr12,11307077,11310436,-1,0.0,61.0,0.0,0,135345,,1,0,0,0,0,0,49.32095
ENSG00000251655,PRB1,chr12,11351823,11355591,-1,0.0,134.0,0.0,0,144707,,1,0,1,0,0,0,50.130280000000006
ENSG00000121335,PRB2,chr12,11391540,11501041,-1,0.0,259.0,0.0,1,0,0.95,43,3,21,3,0,0,48.10342727272727
ENSG00000139083,ETV6,chr12,11649623,11895386,1,2.0,610.0,1.0,0,4,,378,1,368,0,3,0,60.07178170731707
ENSG00000121380,BCL2L14,chr12,12049844,12211084,1,0.0,92.0,0.0,0,55661,,134,3,98,4,1,0,59.64041728395061
ENSG00000070018,LRP6,chr12,12116025,12267185,-1,0.0,969.0,0.0,1,0,0.99,131,3,109,2,1,0,60.281524999999995
ENSG00000111261,MANSC1,chr12,12326056,12350483,-1,0.0,47.0,0.0,1,0,0.87,32,2,29,0,1,0,67.62328000000001
ENSG00000165714,BORCS5,chr12,12357078,12471233,1,0.0,59.0,0.0,1,0,0.99,146,2,135,1,7,0,68.35486695652175
ENSG00000111266,DUSP16,chr12,12473282,12563147,-1,0.0,189.0,0.0,1,0,1.03,124,3,116,0,8,0,69.32265714285715
ENSG00000111269,CREBL2,chr12,12611827,12645108,1,0.0,26.0,0.0,0,48903,,33,1,29,0,2,0,67.45757647058825
ENSG00000183150,GPR19,chr12,12660047,12696705,-1,0.0,73.0,0.0,1,0,1.11,48,2,45,1,1,0,65.92007105263157
ENSG00000111276,CDKN1B,chr12,12685498,12722373,1,7.0,1127.0,1.0,2,0,0.995,56,3,52,1,2,0,65.6596105263158
ENSG00000178878,APOLD1,chr12,12725917,12829975,1,0.0,93.0,0.0,3,0,0.98,122,3,114,1,5,0,67.42870761904763
ENSG00000213782,DDX47,chr12,12813316,12829981,1,0.0,34.0,0.0,1,0,1.08,23,1,22,0,1,0,69.11262777777779
ENSG00000013588,GPRC5A,chr12,12890782,12917937,1,0.0,279.0,0.0,1,0,0.7,64,1,62,0,0,0,70.87991785714286
ENSG00000111291,GPRC5D,chr12,12940575,12952170,-1,0.0,94.0,0.0,0,47715,,13,1,11,0,0,0,70.89088333333335
ENSG00000013583,HEBP1,chr12,12974867,13000275,-1,0.0,144.0,0.0,1,0,0.88,40,2,37,1,1,0,70.49861923076922
ENSG00000084444,FAM234B,chr12,13044185,13142521,1,0.0,88.0,0.0,2,0,0.895,130,3,121,1,2,0,67.619462
ENSG00000111305,GSG1,chr12,13083532,13103683,-1,0.0,31.0,0.0,1,0,0.93,38,2,36,0,1,0,67.5952
ENSG00000289766,,chr12,13088784,13103484,-1,0.0,14.0,0.0,1,0,0.93,34,2,32,0,1,0,67.52588666666666
ENSG00000134531,EMP1,chr12,13196723,13219941,1,0.0,230.0,0.0,0,95026,,51,3,48,0,1,0,64.33783749999999
ENSG00000273079,GRIN2B,chr12,13437942,13982002,-1,0.0,520.0,0.0,2,0,0.89,367,4,230,25,0,0,39.343209357798166
ENSG00000293563,,chr12,13979928,13980895,-1,0.0,25.0,0.0,0,797,,4,0,4,0,0,0,38.10235
ENSG00000171681,ATF7IP,chr12,14365627,14502931,1,0.0,202.0,0.0,0,64383,,116,2,103,1,11,0,61.40199347826087
ENSG00000121316,PLBD1,chr12,14503660,14567913,-1,0.0,90.0,0.0,1,0,0.91,49,3,46,0,0,0,57.46117538461539
ENSG00000070019,GUCY2C,chr12,14612632,14696599,-1,0.0,235.0,0.0,0,44473,,58,2,47,2,0,0,54.93797176470587
ENSG00000197837,H4C16,chr12,14767999,14771131,-1,0.0,256.0,0.0,1,0,0.93,10,2,8,0,1,0,47.569325
ENSG00000246705,H2AJ,chr12,14774405,14778002,1,0.0,28.0,0.0,1,0,0.96,11,2,9,0,1,0,47.13048
